sic,nice_class,term,frequency,band_label,n_marks,share
22290,11,valves [plumbing fittings],Always,Most use this,9,0.17
22290,11,"flow control equipment, namely apparatus for controlling the flow of water",Always,Most use this,9,0.17
22290,11,water control valves,Always,Most use this,9,0.17
22290,11,water distribution installations,Always,Most use this,9,0.17
22290,11,water supply installations,Always,Most use this,9,0.17
22290,11,silt traps,Always,Most use this,8,0.151
22290,11,chambers,Always,Most use this,8,0.151
22290,11,underground water storage installations,Always,Most use this,8,0.151
22290,11,sewage treatment plants,Always,Most use this,7,0.132
22290,11,flow control chambers,Always,Most use this,7,0.132
22290,11,filter apparatus,Always,Most use this,7,0.132
22290,11,flow brakes,Always,Most use this,7,0.132
22290,11,debris separators,Always,Most use this,7,0.132
22290,11,apparatus for the treatment of surface water,Always,Most use this,7,0.132
22290,11,flow control devices,Always,Most use this,7,0.132
22290,11,toilet seats,Always,Most use this,7,0.132
22290,11,safety valves for water apparatus,Always,Most use this,7,0.132
22290,11,"apparatus for the treatment of waste water, sewage and effluent",Always,Most use this,7,0.132
22290,11,sanitary drain armatures for baths,Sometimes,Some use this,6,0.113
22290,11,water regulating valves,Sometimes,Some use this,6,0.113
26200,9,computer hardware,Always,Most use this,27,0.179
26200,9,quantum computers,Always,Most use this,24,0.159
26200,9,quantum dots [crystalline semi-conductor materials],Always,Most use this,19,0.126
26200,9,computer networking hardware,Sometimes,Some use this,18,0.119
26200,9,data communications hardware,Sometimes,Some use this,17,0.113
26200,9,computer peripherals,Sometimes,Some use this,17,0.113
26200,9,data encryption apparatus,Sometimes,Some use this,16,0.106
26200,9,optical sensors,Sometimes,Some use this,15,0.099
26200,9,software,Sometimes,Some use this,15,0.099
26200,9,communications servers [computer hardware],Sometimes,Some use this,14,0.093
26200,9,computer keyboards,Sometimes,Some use this,14,0.093
26200,9,physics (apparatus and instruments for -),Sometimes,Some use this,13,0.086
26200,9,optical emitters,Sometimes,Some use this,13,0.086
26200,9,electromagnetic relays,Sometimes,Some use this,13,0.086
26200,9,"signals, luminous or mechanical",Sometimes,Some use this,13,0.086
26200,9,computers and computer hardware,Sometimes,Some use this,13,0.086
26200,9,apparatus and instruments for physics,Sometimes,Some use this,13,0.086
26200,9,optical electronic components,Sometimes,Some use this,13,0.086
26200,9,optical breadboards,Sometimes,Some use this,13,0.086
26200,9,optical waveguides,Sometimes,Some use this,13,0.086
26200,9,optical frequency metrology devices,Sometimes,Some use this,13,0.086
26200,9,silicon chips [electronic components],Sometimes,Some use this,13,0.086
26200,9,polarization-maintaining optical fibers,Sometimes,Some use this,13,0.086
26200,9,computer software for accessing computer networks,Sometimes,Some use this,13,0.086
26200,9,optical networks,Sometimes,Some use this,13,0.086
26200,42,quantum computing,Always,Most use this,22,0.289
26200,42,consulting services in the field of quantum computing,Always,Most use this,21,0.276
26200,42,quantum computing services,Always,Most use this,20,0.263
26200,42,"encryption, decryption and authentication of information, messages and data",Always,Most use this,16,0.211
26200,42,physics [research],Always,Most use this,15,0.197
26200,42,optical laboratories,Always,Most use this,13,0.171
26200,42,research in the field of physics,Always,Most use this,13,0.171
26200,42,research (physics -),Always,Most use this,13,0.171
26200,42,consultation in the field of physics,Always,Most use this,13,0.171
26200,42,decoding of data,Always,Most use this,13,0.171
26200,42,design and development of electronic data security systems,Always,Most use this,10,0.132
26200,42,software engineering,Always,Most use this,10,0.132
26200,42,data encryption and decoding services,Always,Most use this,10,0.132
26200,42,computer programming services for electronic data security,Always,Most use this,10,0.132
26200,42,design of computer hardware and software,Always,Most use this,10,0.132
26200,42,data security consultancy,Always,Most use this,10,0.132
26200,42,research in the field of telecommunications technology,Always,Most use this,10,0.132
26200,42,data security services,Always,Most use this,10,0.132
26200,42,data encryption services,Always,Most use this,10,0.132
26200,42,design and development of computer software,Sometimes,Some use this,9,0.118
26200,42,provision of computer security risk management programs,Sometimes,Some use this,9,0.118
26200,42,telecommunication network security consultancy,Sometimes,Some use this,9,0.118
26200,42,technological research,Sometimes,Some use this,9,0.118
26200,42,authentication services (control) of data transmitted via telecommunications,Sometimes,Some use this,9,0.118
26200,42,computer security services for protection against illegal network access,Sometimes,Some use this,9,0.118
26200,28,gaming keyboards,Always,Most use this,4,0.222
26200,28,joysticks for video games,Sometimes,Some use this,2,0.111
26200,28,controllers for computer games,Sometimes,Some use this,2,0.111
26200,28,steering wheel shaped game controllers for driving games,Sometimes,Some use this,2,0.111
26200,28,holders for gaming equipment,Sometimes,Some use this,2,0.111
26200,28,clamps for gaming equipment,Sometimes,Some use this,2,0.111
26200,28,gaming mice,Sometimes,Some use this,2,0.111
26200,28,video game joysticks,Sometimes,Some use this,2,0.111
26200,28,mechanical accessories for gaming equipment.,Sometimes,Some use this,2,0.111
26200,28,mounting devices for gaming equipment,Sometimes,Some use this,2,0.111
26200,28,tarot card decks,Sometimes,Some use this,2,0.111
26200,28,controllers for game consoles.,Sometimes,Some use this,2,0.111
26200,28,gaming mice.,Sometimes,Some use this,2,0.111
26200,28,game controllers for computers,Sometimes,Some use this,2,0.111
26200,28,animal and plant themed plush toys and toys,Sometimes,Some use this,1,0.056
26200,28,decorative skins for gaming controllers,Sometimes,Some use this,1,0.056
26200,28,remote-controlled toy vehicles for gaming,Sometimes,Some use this,1,0.056
26200,28,christmas crackers,Sometimes,Some use this,1,0.056
26200,28,rhythm game equipment,Sometimes,Some use this,1,0.056
26200,28,xylophones being musical toys.,Sometimes,Some use this,1,0.056
26200,28,hand held consoles for playing video games,Sometimes,Some use this,1,0.056
26200,28,christmas stockings,Sometimes,Some use this,1,0.056
26200,28,game controllers,Sometimes,Some use this,1,0.056
26200,28,snap game cards and tiles,Sometimes,Some use this,1,0.056
26200,28,gaming gloves,Sometimes,Some use this,1,0.056
26200,35,data processing services,Always,All use this,7,0.304
26200,35,computer data processing,Always,Most use this,6,0.261
26200,35,data management,Always,Most use this,6,0.261
26200,35,data processing.,Always,Most use this,6,0.261
26200,35,data processing services in the field of artificial intelligence (ai),Always,Most use this,4,0.174
26200,35,"information, advice and consultancy services relating to all of the aforesaid.",Always,Most use this,4,0.174
26200,35,business networking services,Always,Most use this,3,0.13
26200,35,business introduction services,Always,Most use this,3,0.13
26200,35,business planning,Always,Most use this,3,0.13
26200,35,business project management,Always,Most use this,3,0.13
26200,35,electronic data processing services.,Always,Most use this,3,0.13
26200,35,business administration,Always,Most use this,3,0.13
26200,35,database management,Always,Most use this,3,0.13
26200,35,online business networking services,Always,Most use this,3,0.13
26200,35,statistical analysis and reporting,Sometimes,Some use this,2,0.087
26200,35,design of public opinion surveys,Sometimes,Some use this,2,0.087
26200,35,professional business consultancy services,Sometimes,Some use this,2,0.087
26200,35,providing and rental of advertising space on the internet and websites,Sometimes,Some use this,2,0.087
26200,35,retail services in relation to computer hardware,Sometimes,Some use this,2,0.087
26200,35,interviewing services for market research and personnel recruitment,Sometimes,Some use this,2,0.087
26200,35,radio advertising,Sometimes,Some use this,2,0.087
26200,35,"business research, assistance and advice",Sometimes,Some use this,2,0.087
26200,35,procurement of contracts for the purchase and sale of goods and services,Sometimes,Some use this,2,0.087
26200,35,arranging subscriptions to information and media packages,Sometimes,Some use this,2,0.087
26200,35,business management and consultancy services,Sometimes,Some use this,2,0.087
26200,37,building of commercial properties,Always,Most use this,2,0.133
26200,37,"information, advice and consultancy in relation to all the aforesaid services.",Always,Most use this,2,0.133
26200,37,cleaning of building facades,Always,Most use this,2,0.133
26200,37,building construction,Always,Most use this,2,0.133
26200,37,building construction supervision,Always,Most use this,2,0.133
26200,37,pest control relating to buildings,Always,Most use this,2,0.133
26200,37,supervision of building construction,Always,Most use this,2,0.133
26200,37,renovation of property,Sometimes,Some use this,1,0.067
26200,37,maintenance and repair of heating installations,Sometimes,Some use this,1,0.067
26200,37,building construction services,Sometimes,Some use this,1,0.067
26200,37,building,Sometimes,Some use this,1,0.067
26200,37,aircraft repair or maintenance,Sometimes,Some use this,1,0.067
26200,37,"installation, maintenance and repair of telecommunications equipment",Sometimes,Some use this,1,0.067
26200,37,"furniture restoration, repair and maintenance",Sometimes,Some use this,1,0.067
26200,37,building services relating to building for industry purposes,Sometimes,Some use this,1,0.067
26200,37,building of industrial properties,Sometimes,Some use this,1,0.067
26200,37,maintenance and repair of solar heating installations,Sometimes,Some use this,1,0.067
26200,37,"installation, repair and maintenance of air reheaters",Sometimes,Some use this,1,0.067
26200,37,advisory services relating to the renovation of property,Sometimes,Some use this,1,0.067
26200,37,building of foundations,Sometimes,Some use this,1,0.067
26200,37,maintenance and repair of camping equipment,Sometimes,Some use this,1,0.067
26200,37,"installation of building scaffolds, working and building platforms",Sometimes,Some use this,1,0.067
26200,37,sealing (building -),Sometimes,Some use this,1,0.067
26200,37,maintenance and repair of heating apparatus,Sometimes,Some use this,1,0.067
26200,37,"installation, repair and maintenance of apparatus and equipment for gaming",Sometimes,Some use this,1,0.067
26200,41,coaching in the field of sports,Always,All use this,4,0.4
26200,41,coaching in the field of golf,Always,All use this,4,0.4
26200,41,rental of mobile golf training simulators.,Always,All use this,4,0.4
26200,41,"coaching in the field of golf, tennis, baseball and cricket",Always,All use this,4,0.4
26200,41,sports training services,Always,All use this,4,0.4
26200,41,"instruction in the nature of golf, tennis, baseball and cricket clinics",Always,All use this,4,0.4
26200,41,rental of electronic sports training simulators,Always,All use this,4,0.4
26200,41,sports training,Always,All use this,4,0.4
26200,41,"instruction in the nature of golf, tennis, baseball and cricket lessons",Always,All use this,4,0.4
26200,41,coaching and instruction services in the field of the biomechanics of golf,Always,All use this,4,0.4
26200,41,education,Always,All use this,3,0.3
26200,41,"online publication of electronic books, newspapers and periodicals",Always,Most use this,2,0.2
26200,41,distance learning courses,Always,Most use this,2,0.2
26200,41,interviewing of contemporary figures for educational or entertainment purposes,Always,Most use this,2,0.2
26200,41,providing online non-downloadable videos in the field of quantum computing,Always,Most use this,2,0.2
26200,41,vocational skills training,Always,Most use this,2,0.2
26200,41,photographic library services,Always,Most use this,2,0.2
26200,41,arranging and conducting of in-person educational forums,Always,Most use this,2,0.2
26200,41,"internet, online, television and radio services",Always,Most use this,2,0.2
26200,41,photographic reporting,Always,Most use this,2,0.2
26200,41,providing virtual reality health and wellness gaming services,Always,Most use this,2,0.2
26200,41,providing rehabilitation and therapy sessions using virtual reality,Always,Most use this,2,0.2
26200,41,publication of texts in the form of electronic media,Always,Most use this,2,0.2
26200,41,providing entertainment and educational content and information via websites,Always,Most use this,2,0.2
26200,41,journalism services,Always,Most use this,2,0.2
28990,9,computer software,Always,Most use this,26,0.171
28990,9,parts and fittings for all the aforesaid goods.,Sometimes,Some use this,15,0.099
28990,9,sensors,Sometimes,Some use this,14,0.092
28990,9,industrial automation software,Sometimes,Some use this,14,0.092
28990,9,scientific apparatus and instruments,Sometimes,Some use this,11,0.072
28990,9,light sensors,Sometimes,Some use this,11,0.072
28990,9,system support software,Sometimes,Some use this,10,0.066
28990,9,optical sensors,Sometimes,Some use this,10,0.066
28990,9,artificial intelligence software,Sometimes,Some use this,10,0.066
28990,9,maintenance software,Sometimes,Some use this,10,0.066
28990,9,robotic process automation [rpa] software,Sometimes,Some use this,10,0.066
28990,9,digital solutions provider [dsp] software,Sometimes,Some use this,9,0.059
28990,9,cameras,Sometimes,Some use this,9,0.059
28990,9,software,Sometimes,Some use this,9,0.059
28990,9,humanoid robots with artificial intelligence for use in scientific research,Sometimes,Some use this,9,0.059
28990,9,robotic electrical control apparatus,Sometimes,Some use this,9,0.059
28990,9,artificial intelligence and machine learning software,Sometimes,Some use this,9,0.059
28990,9,"user-programmable humanoid robots, not configured",Sometimes,Some use this,8,0.053
28990,9,predictive maintenance software,Sometimes,Some use this,8,0.053
28990,9,optical fibre sensors,Sometimes,Some use this,8,0.053
28990,9,operating system software,Sometimes,Some use this,8,0.053
28990,9,laser sensors,Sometimes,Some use this,8,0.053
28990,9,application software,Sometimes,Some use this,8,0.053
28990,9,sensor switches,Sometimes,Some use this,8,0.053
28990,9,computer software for controlling and managing access server applications,Sometimes,Some use this,8,0.053
28990,7,parts and fittings for all the aforesaid goods.,Always,Most use this,26,0.179
28990,7,industrial robots,Always,Most use this,19,0.131
28990,7,labelling machines,Sometimes,Some use this,14,0.097
28990,7,robotic labelling machines,Sometimes,Some use this,13,0.09
28990,7,robots with articulated arms for manipulating workpieces,Sometimes,Some use this,13,0.09
28990,7,"motors and engines, except for land vehicles",Sometimes,Some use this,12,0.083
28990,7,automatic tool changers for industrial robots,Sometimes,Some use this,11,0.076
28990,7,winches,Sometimes,Some use this,10,0.069
28990,7,shipboard cable handling apparatus,Sometimes,Some use this,9,0.062
28990,7,deployment and/or recovery machines and apparatus for all of the aforesaid goods,Sometimes,Some use this,9,0.062
28990,7,underwater and/or seabed trenching machines and apparatus,Sometimes,Some use this,9,0.062
28990,7,cable and/or pipeline winches,Sometimes,Some use this,9,0.062
28990,7,cable handling apparatus,Sometimes,Some use this,9,0.062
28990,7,machine tools,Sometimes,Some use this,9,0.062
28990,7,cable and/or pipeline ploughs,Sometimes,Some use this,9,0.062
28990,7,underwater and/or seabed cable laying and/or burying machines and apparatus,Sometimes,Some use this,9,0.062
28990,7,generators,Sometimes,Some use this,8,0.055
28990,7,pressure washers,Sometimes,Some use this,8,0.055
28990,7,robots for machine tools,Sometimes,Some use this,8,0.055
28990,7,industrial robots for use in manufacture,Sometimes,Some use this,8,0.055
28990,7,undersea and / or seabed ploughs,Sometimes,Some use this,7,0.048
28990,7,assembly machines,Sometimes,Some use this,7,0.048
28990,7,industrial robots for underwater and / or seabed use,Sometimes,Some use this,7,0.048
28990,7,robots for use in industry,Sometimes,Some use this,7,0.048
28990,7,undersea and/or seabed mineral extraction apparatus,Sometimes,Some use this,7,0.048
28990,42,engineering research,Sometimes,Some use this,11,0.12
28990,42,engineering services relating to robotics,Sometimes,Some use this,9,0.098
28990,42,"x-ray imaging, other than for medical purposes",Sometimes,Some use this,8,0.087
28990,42,software as a service [saas],Sometimes,Some use this,8,0.087
28990,42,design and development of computer software,Sometimes,Some use this,8,0.087
28990,42,design services,Sometimes,Some use this,7,0.076
28990,42,design of robotic devices,Sometimes,Some use this,7,0.076
28990,42,design of computer hardware for robotic devices,Sometimes,Some use this,7,0.076
28990,42,"design, programming and maintenance of computer software for robotic devices",Sometimes,Some use this,7,0.076
28990,42,mechanical research,Sometimes,Some use this,7,0.076
28990,42,computer software design,Sometimes,Some use this,7,0.076
28990,42,providing computer software for robotic devices,Sometimes,Some use this,6,0.065
28990,42,scientific research,Sometimes,Some use this,6,0.065
28990,42,data analysis services,Sometimes,Some use this,6,0.065
28990,42,engineering design,Sometimes,Some use this,6,0.065
28990,42,design of industrial machinery,Sometimes,Some use this,6,0.065
28990,42,scientific and technological services and research and design relating thereto,Sometimes,Some use this,6,0.065
28990,42,scientific and technological services,Sometimes,Some use this,6,0.065
28990,42,industrial design services,Sometimes,Some use this,6,0.065
28990,42,software engineering services,Sometimes,Some use this,6,0.065
28990,42,design and development of computer hardware,Sometimes,Some use this,6,0.065
28990,42,design and development of computer systems,Sometimes,Some use this,6,0.065
28990,42,advisory and research in the field of artificial intelligence,Sometimes,Some use this,6,0.065
28990,42,technical engineering services,Sometimes,Some use this,6,0.065
28990,42,technical research in the field of aeronautics,Sometimes,Some use this,6,0.065
28990,37,maintenance of industrial machinery,Always,Most use this,11,0.138
28990,37,installation of industrial machinery,Sometimes,Some use this,7,0.087
28990,37,"machinery installation, maintenance and repair",Sometimes,Some use this,6,0.075
28990,37,machinery maintenance services,Sometimes,Some use this,6,0.075
28990,37,installation of drying apparatus,Sometimes,Some use this,5,0.062
28990,37,civil engineering relating to water and waste water treatment.,Sometimes,Some use this,5,0.062
28990,37,installation of electrical apparatus,Sometimes,Some use this,5,0.062
28990,37,"installation, maintenance and repair of electronic regulating apparatus",Sometimes,Some use this,5,0.062
28990,37,installation of industrial machinery.,Sometimes,Some use this,5,0.062
28990,37,installation of water pipes,Sometimes,Some use this,5,0.062
28990,37,cleaning of water tanks,Sometimes,Some use this,5,0.062
28990,37,installation of water treatment systems,Sometimes,Some use this,5,0.062
28990,37,building and construction services for water and waste water treatment,Sometimes,Some use this,5,0.062
28990,37,"installation, maintenance and repair of electrical monitoring apparatus",Sometimes,Some use this,5,0.062
28990,37,construction of steel structures for water treatment systems,Sometimes,Some use this,5,0.062
28990,37,installation of water supply apparatus,Sometimes,Some use this,5,0.062
28990,37,servicing of manufacturing machines and apparatus,Sometimes,Some use this,5,0.062
28990,37,installation of water tanks,Sometimes,Some use this,5,0.062
28990,37,cleaning of water supply plumbing,Sometimes,Some use this,5,0.062
28990,37,"installation, maintenance and repair of electronic control apparatus",Sometimes,Some use this,5,0.062
28990,37,maintenance and repair of water and waste water treatment systems,Sometimes,Some use this,5,0.062
28990,37,assembling [installation] of machine plant,Sometimes,Some use this,4,0.05
28990,37,installation of water softeners,Sometimes,Some use this,4,0.05
28990,37,repair or maintenance of chemical processing machines and apparatus,Sometimes,Some use this,4,0.05
28990,37,installation of drinking water filter systems,Sometimes,Some use this,4,0.05
28990,11,water treatment filters,Always,Most use this,13,0.232
28990,11,water filters,Always,Most use this,7,0.125
28990,11,biological reactors for clarifying industrial effluents,Always,Most use this,7,0.125
28990,11,water purification filters,Always,Most use this,7,0.125
28990,11,industrial waste water purification plants,Sometimes,Some use this,6,0.107
28990,11,membranes for the filtration of water,Sometimes,Some use this,6,0.107
28990,11,reverse osmosis elements for reducing the salt content of water,Sometimes,Some use this,6,0.107
28990,11,reverse osmosis elements for reducing the brackishness of water,Sometimes,Some use this,6,0.107
28990,11,water treatment units for aerating and circulating water,Sometimes,Some use this,6,0.107
28990,11,waste water purification installations,Sometimes,Some use this,6,0.107
28990,11,reverse osmosis membrane filters for water treatment,Sometimes,Some use this,6,0.107
28990,11,installations for water treatment under osmotic process,Sometimes,Some use this,6,0.107
28990,11,membranes for reverse osmosis units,Sometimes,Some use this,6,0.107
28990,11,water treatment apparatus for water purification,Sometimes,Some use this,6,0.107
28990,11,waste water treatment tanks,Sometimes,Some use this,6,0.107
28990,11,membrane purifying apparatus for the purification of water,Sometimes,Some use this,5,0.089
28990,11,water desalination plants,Sometimes,Some use this,5,0.089
28990,11,cartridge filtration units for water treatment,Sometimes,Some use this,5,0.089
28990,11,parts and fittings for all the aforesaid goods.,Sometimes,Some use this,5,0.089
28990,11,membrane filtration units for water treatment,Sometimes,Some use this,5,0.089
28990,11,water control valves,Sometimes,Some use this,5,0.089
28990,11,moving bed biofilm reactors,Sometimes,Some use this,5,0.089
28990,11,water heaters [apparatus],Sometimes,Some use this,5,0.089
28990,11,bioreactors for use in the treatment of waste water,Sometimes,Some use this,5,0.089
28990,11,water softening and purification installations and apparatus,Sometimes,Some use this,5,0.089
28990,40,water treatment,Always,Most use this,15,0.278
28990,40,custom and bespoke manufacturing of robotics,Always,Most use this,8,0.148
28990,40,joinery [custom manufacture],Always,Most use this,8,0.148
28990,40,waste water treatment,Always,Most use this,8,0.148
28990,40,treatment of metals,Always,Most use this,8,0.148
28990,40,rental and leasing of industrial robots for use in manufacturing,Always,Most use this,8,0.148
28990,40,rental and leasing of assembly machine equipment,Always,Most use this,8,0.148
28990,40,treatment of chemical waste,Always,Most use this,8,0.148
28990,40,water purification,Always,Most use this,7,0.13
28990,40,custom and bespoke manufacture of electronic components for aircrafts,Always,Most use this,7,0.13
28990,40,water treatment and purification,Sometimes,Some use this,6,0.111
28990,40,waste water reprocessing,Sometimes,Some use this,6,0.111
28990,40,treatment of waste water from generating operations,Sometimes,Some use this,6,0.111
28990,40,disposal of waste water from industrial processes,Sometimes,Some use this,6,0.111
28990,40,sewage treatment services,Sometimes,Some use this,6,0.111
28990,40,recycling and waste treatment,Sometimes,Some use this,6,0.111
28990,40,providing information relating to water treatment,Sometimes,Some use this,6,0.111
28990,40,treatment of effluent,Sometimes,Some use this,6,0.111
28990,40,rental of water and waste water treatment and purification equipment,Sometimes,Some use this,5,0.093
28990,40,rental of water filters,Sometimes,Some use this,5,0.093
28990,40,water conditioning.,Sometimes,Some use this,5,0.093
28990,40,purification of water,Sometimes,Some use this,5,0.093
28990,40,purification of waste water from industrial processes,Sometimes,Some use this,5,0.093
28990,40,"rental, leasing, hire and charter of water treatment apparatus and installations",Sometimes,Some use this,5,0.093
28990,40,reclamation of material from waste,Sometimes,Some use this,5,0.093
28990,1,chemical products for the treatment of water,Always,All use this,15,0.429
28990,1,chemical compositions for water treatment,Always,Most use this,9,0.257
28990,1,chemical products for the treatment of drinking water,Always,Most use this,6,0.171
28990,1,chemicals for use in the treatment of waste water,Always,Most use this,6,0.171
28990,1,chemical products for the treatment of sewage.,Always,Most use this,5,0.143
28990,1,chemical products for the treatment of sewage,Always,Most use this,5,0.143
28990,1,water softener preparations.,Always,Most use this,5,0.143
28990,1,chemical preparations for the treatment of water,Always,Most use this,5,0.143
28990,1,"salt and salt pellets for water purification, treatment and softening",Always,Most use this,5,0.143
28990,1,microalgae for waste water treatment,Sometimes,Some use this,4,0.114
28990,1,ion exchange resins for use in water treatment,Sometimes,Some use this,4,0.114
28990,1,water-purifying chemicals,Sometimes,Some use this,4,0.114
28990,1,bacteria for water treatment,Sometimes,Some use this,4,0.114
28990,1,chemicals for use in the purification of water,Sometimes,Some use this,4,0.114
28990,1,bacteria for waste water treatment,Sometimes,Some use this,4,0.114
28990,1,chemicals for use in the treatment of water,Sometimes,Some use this,4,0.114
28990,1,microorganisms for use in water treatment,Sometimes,Some use this,4,0.114
28990,1,biological water treatment preparations,Sometimes,Some use this,4,0.114
28990,1,ceramic materials in particulate form for use as filtering media,Sometimes,Some use this,3,0.086
28990,1,chemicals for use in aquaculture,Sometimes,Some use this,3,0.086
28990,1,agents (chemical -) for use in water purification,Sometimes,Some use this,3,0.086
28990,1,chemical products for neutralising water,Sometimes,Some use this,3,0.086
28990,1,water treatment substances,Sometimes,Some use this,3,0.086
28990,1,chemical additives for water,Sometimes,Some use this,3,0.086
28990,1,filtering media [chemical] for water.,Sometimes,Some use this,3,0.086
28990,12,remotely operated underwater and/or seabed vehicles,Always,All use this,9,0.31
28990,12,underwater and/or seabed vehicles,Always,All use this,9,0.31
28990,12,parts and fittings for all of the aforesaid goods.,Always,All use this,9,0.31
28990,12,cable winding apparatus,Always,Most use this,7,0.241
28990,12,shipboard cable and/or pipeline handling apparatus,Always,Most use this,7,0.241
28990,12,underwater and/or seabed tractors,Always,Most use this,7,0.241
28990,12,seabed and/or underwater maintenance vehicles,Always,Most use this,7,0.241
28990,12,seabed surveying vehicles,Always,Most use this,7,0.241
28990,12,cable and/or pipeline handling apparatus,Always,Most use this,7,0.241
28990,12,underwater and/or seabed ploughs,Always,Most use this,7,0.241
28990,12,electric motors for land vehicles,Always,Most use this,5,0.172
28990,12,steel wheels (tractors),Always,Most use this,4,0.138
28990,12,electric vehicles,Always,Most use this,4,0.138
28990,12,vehicle wheels,Always,Most use this,4,0.138
28990,12,wheel trims,Always,Most use this,4,0.138
28990,12,wheel rims,Always,Most use this,4,0.138
28990,12,wheels,Always,Most use this,4,0.138
28990,12,wheels for agricultural vehicles,Always,Most use this,4,0.138
28990,12,electrically-powered motor scooter.,Sometimes,Some use this,3,0.103
28990,12,electric land vehicles,Sometimes,Some use this,3,0.103
28990,12,wheel suspensions,Sometimes,Some use this,3,0.103
28990,12,wheel hubs,Sometimes,Some use this,3,0.103
28990,12,parts and fittings for the aforesaid goods.,Sometimes,Some use this,3,0.103
28990,12,wheel spacers,Sometimes,Some use this,3,0.103
28990,12,"motors, electric, for land vehicles",Sometimes,Some use this,3,0.103
25730,8,scraping tools [hand tools],Always,Most use this,9,0.209
25730,8,shovels [hand tools],Always,Most use this,9,0.209
25730,8,"hand tools, hand-operated",Always,Most use this,9,0.209
25730,8,pliers,Always,Most use this,9,0.209
25730,8,cutting tools [hand tools],Always,Most use this,8,0.186
25730,8,hammers,Always,Most use this,7,0.163
25730,8,scrapers [hand tools],Always,Most use this,7,0.163
25730,8,"garden tools, hand-operated",Always,Most use this,7,0.163
25730,8,tool belts,Always,Most use this,7,0.163
25730,8,hex tools,Always,Most use this,6,0.14
25730,8,abrading instruments [hand instruments],Always,Most use this,6,0.14
25730,8,chisels [hand tools],Always,Most use this,6,0.14
25730,8,edge tools [hand tools],Always,Most use this,6,0.14
25730,8,spatulas [hand tools],Sometimes,Some use this,5,0.116
25730,8,lifting tools,Sometimes,Some use this,5,0.116
25730,8,wrenches,Sometimes,Some use this,5,0.116
25730,8,hand-operated cutting tools,Sometimes,Some use this,5,0.116
25730,8,clamps [hand tools],Sometimes,Some use this,5,0.116
25730,8,trowels,Sometimes,Some use this,5,0.116
25730,8,wire strippers [hand tools],Sometimes,Some use this,5,0.116
25730,8,wrenches [hand tools],Sometimes,Some use this,5,0.116
25730,8,chisels,Sometimes,Some use this,5,0.116
25730,8,grindstones [hand tools],Sometimes,Some use this,5,0.116
25730,8,"agricultural implements, hand-operated",Sometimes,Some use this,5,0.116
25730,8,stone hammers,Sometimes,Some use this,4,0.093
25730,7,jigs for holding a component during machining,Always,Most use this,6,0.154
25730,7,drilling tools for use with machines.,Always,Most use this,6,0.154
25730,7,drilling machines,Sometimes,Some use this,4,0.103
25730,7,power tools,Sometimes,Some use this,4,0.103
25730,7,hinge jigs.,Sometimes,Some use this,4,0.103
25730,7,lock mortice jigs,Sometimes,Some use this,4,0.103
25730,7,cutting guides for use with electric machines,Sometimes,Some use this,4,0.103
25730,7,morticers and mortice jigs,Sometimes,Some use this,4,0.103
25730,7,deburring machines and devices,Sometimes,Some use this,3,0.077
25730,7,brazing equipment,Sometimes,Some use this,3,0.077
25730,7,electric and electromechanical drain cleaning apparatus and instruments,Sometimes,Some use this,3,0.077
25730,7,cutting machines,Sometimes,Some use this,3,0.077
25730,7,adaptors for vacuum cleaner nozzles,Sometimes,Some use this,3,0.077
25730,7,drain cleaning machines,Sometimes,Some use this,3,0.077
25730,7,grindstones [parts of machines],Sometimes,Some use this,3,0.077
25730,7,electric machine snakes,Sometimes,Some use this,3,0.077
25730,7,drain and unblocking machines,Sometimes,Some use this,3,0.077
25730,7,electric hammers,Sometimes,Some use this,3,0.077
25730,7,drainage machines,Sometimes,Some use this,3,0.077
25730,7,soldering equipment,Sometimes,Some use this,3,0.077
25730,7,cleaning machines and devices,Sometimes,Some use this,3,0.077
25730,7,hole saws,Sometimes,Some use this,3,0.077
25730,7,tools [parts of machines],Sometimes,Some use this,3,0.077
25730,7,bending machines and devices,Sometimes,Some use this,3,0.077
25730,7,soldering irons,Sometimes,Some use this,3,0.077
25730,9,marking gauges for joinery purposes.,Always,Most use this,5,0.238
25730,9,battery chargers,Always,Most use this,4,0.19
25730,9,ignition batteries,Always,Most use this,4,0.19
25730,9,chargers for electric batteries,Always,Most use this,4,0.19
25730,9,batteries,Always,Most use this,4,0.19
25730,9,battery boxes,Always,Most use this,4,0.19
25730,9,anode batteries,Always,Most use this,4,0.19
25730,9,high tension batteries,Always,Most use this,4,0.19
25730,9,gloves for protection against accidents,Always,Most use this,4,0.19
25730,9,electric batteries,Always,Most use this,4,0.19
25730,9,marking gauges,Always,Most use this,4,0.19
25730,9,fire blankets,Always,Most use this,3,0.143
25730,9,"clothing for protection against accidents, irradiation and fire",Always,Most use this,3,0.143
25730,9,safety nets,Always,Most use this,3,0.143
25730,9,dust masks incorporating air purification.,Always,Most use this,3,0.143
25730,9,life-saving apparatus and equipment,Always,Most use this,3,0.143
25730,9,protective helmets,Always,Most use this,3,0.143
25730,9,knee-pads for workers,Always,Most use this,3,0.143
25730,9,electrical batteries,Always,Most use this,3,0.143
25730,9,"protective masks, not for medical purposes",Always,Most use this,3,0.143
25730,9,volt sticks [electrical protection devices],Always,Most use this,3,0.143
25730,9,battery cables,Always,Most use this,3,0.143
