sic,nice_class,term,frequency,band_label,n_marks,share
62012,9,computer software,Always,Most use this,725,0.29
62012,9,software,Always,Most use this,680,0.272
62012,9,application software,Always,Most use this,464,0.186
62012,9,software applications,Always,Most use this,412,0.165
62012,9,computer software applications,Always,Most use this,322,0.129
62012,9,enterprise software,Always,Most use this,308,0.123
62012,9,downloadable computer software,Always,Most use this,300,0.12
62012,9,computer software platforms,Sometimes,Some use this,297,0.119
62012,9,mobile software,Sometimes,Some use this,287,0.115
62012,9,business software,Sometimes,Some use this,287,0.115
62012,9,computer application software,Sometimes,Some use this,286,0.114
62012,9,mobile application software,Sometimes,Some use this,285,0.114
62012,9,platform software,Sometimes,Some use this,272,0.109
62012,9,downloadable software,Sometimes,Some use this,261,0.104
62012,9,software for computers,Sometimes,Some use this,247,0.099
62012,9,mobile apps,Sometimes,Some use this,246,0.098
62012,9,"computer software applications, downloadable",Sometimes,Some use this,228,0.091
62012,9,computer software programs,Sometimes,Some use this,218,0.087
62012,9,workflow software,Sometimes,Some use this,217,0.087
62012,9,downloadable computer software applications,Sometimes,Some use this,216,0.086
62012,9,computer software packages,Sometimes,Some use this,214,0.086
62012,9,artificial intelligence software,Sometimes,Some use this,206,0.082
62012,9,downloadable mobile applications,Sometimes,Some use this,200,0.08
62012,9,collaboration software platforms [software],Sometimes,Some use this,196,0.078
62012,9,smartphone software,Sometimes,Some use this,194,0.078
62012,42,software as a service [saas],Always,Most use this,500,0.2
62012,42,computer software development,Always,Most use this,333,0.133
62012,42,software development,Always,Most use this,317,0.127
62012,42,software as a service [saas] featuring software for machine learning,Always,Most use this,310,0.124
62012,42,software as a service,Always,Most use this,307,0.123
62012,42,platform as a service [paas],Sometimes,Some use this,288,0.115
62012,42,development of computer software,Sometimes,Some use this,275,0.11
62012,42,computer software integration,Sometimes,Some use this,269,0.108
62012,42,design and development of computer hardware and software,Sometimes,Some use this,259,0.104
62012,42,software as a service [saas] services,Sometimes,Some use this,258,0.103
62012,42,development of computer software application solutions,Sometimes,Some use this,250,0.1
62012,42,computer software consultancy,Sometimes,Some use this,247,0.099
62012,42,software engineering,Sometimes,Some use this,238,0.095
62012,42,software design,Sometimes,Some use this,231,0.092
62012,42,computer software design,Sometimes,Some use this,228,0.091
62012,42,platforms for artificial intelligence as software as a service [saas],Sometimes,Some use this,224,0.09
62012,42,development of software,Sometimes,Some use this,213,0.085
62012,42,computer software consulting,Sometimes,Some use this,190,0.076
62012,42,computer software engineering,Sometimes,Some use this,188,0.075
62012,42,development of computer hardware and software,Sometimes,Some use this,188,0.075
62012,42,design of software,Sometimes,Some use this,187,0.075
62012,42,consultancy (computer software -),Sometimes,Some use this,182,0.073
62012,42,computer software design services,Sometimes,Some use this,181,0.072
62012,42,design of computer software,Sometimes,Some use this,179,0.072
62012,42,developing computer software,Sometimes,Some use this,173,0.069
62012,35,advertising,Sometimes,Some use this,230,0.092
62012,35,data processing,Sometimes,Some use this,199,0.08
62012,35,business management,Sometimes,Some use this,183,0.073
62012,35,business data analysis,Sometimes,Some use this,172,0.069
62012,35,business administration,Sometimes,Some use this,151,0.06
62012,35,data management,Sometimes,Some use this,149,0.06
62012,35,business consultancy,Sometimes,Some use this,145,0.058
62012,35,office functions,Sometimes,Some use this,141,0.056
62012,35,database management,Sometimes,Some use this,139,0.056
62012,35,"advertising, marketing and promotional services",Sometimes,Some use this,136,0.054
62012,35,provision of an online marketplace for buyers and sellers of goods and services,Sometimes,Some use this,123,0.049
62012,35,marketing,Sometimes,Some use this,116,0.046
62012,35,advertising and marketing,Sometimes,Some use this,115,0.046
62012,35,data processing services,Sometimes,Some use this,109,0.044
62012,35,digital marketing,Sometimes,Some use this,108,0.043
62012,35,business consultancy services,Sometimes,Some use this,105,0.042
62012,35,marketing services,Sometimes,Some use this,102,0.041
62012,35,online marketing,Sometimes,Some use this,100,0.04
62012,35,business consultancy and advisory services,Sometimes,Some use this,100,0.04
62012,35,business consulting,Sometimes,A few have this,99,0.04
62012,35,business data analysis services,Sometimes,A few have this,96,0.038
62012,35,on-line advertising and marketing services,Sometimes,A few have this,95,0.038
62012,35,advertising and marketing services,Sometimes,A few have this,91,0.036
62012,35,analysis of business data,Sometimes,A few have this,89,0.036
62012,35,business marketing services,Sometimes,A few have this,86,0.034
62012,41,education,Always,Most use this,222,0.132
62012,41,education services,Sometimes,Some use this,125,0.074
62012,41,education and training services,Sometimes,Some use this,115,0.069
62012,41,providing of training,Sometimes,Some use this,111,0.066
62012,41,education and training,Sometimes,Some use this,108,0.064
62012,41,educational services,Sometimes,Some use this,101,0.06
62012,41,entertainment,Sometimes,Some use this,85,0.051
62012,41,training,Sometimes,Some use this,85,0.051
62012,41,online education services,Sometimes,Some use this,82,0.049
62012,41,entertainment services,Sometimes,Some use this,82,0.049
62012,41,training and education services,Sometimes,Some use this,70,0.042
62012,41,"education, teaching and training",Sometimes,A few have this,64,0.038
62012,41,training services,Sometimes,A few have this,62,0.037
62012,41,education information,Sometimes,A few have this,60,0.036
62012,41,education and training consultancy,Sometimes,A few have this,58,0.035
62012,41,coaching [training],Sometimes,A few have this,58,0.035
62012,41,health education,Sometimes,A few have this,54,0.032
62012,41,training courses,Sometimes,A few have this,52,0.031
62012,41,training consultancy,Sometimes,A few have this,49,0.029
62012,41,coaching,Sometimes,A few have this,48,0.029
62012,41,provision of training and education,Sometimes,A few have this,47,0.028
62012,41,educational and training services,Sometimes,A few have this,45,0.027
62012,41,computer education training,Sometimes,A few have this,44,0.026
62012,41,health and wellness training,Sometimes,A few have this,41,0.024
62012,41,provision of education and training,Sometimes,A few have this,41,0.024
62012,36,financial services,Always,Most use this,257,0.248
62012,36,electronic payment services,Sometimes,Some use this,109,0.105
62012,36,payment processing services,Sometimes,Some use this,101,0.098
62012,36,payment processing,Sometimes,Some use this,74,0.071
62012,36,financial data analysis,Sometimes,Some use this,73,0.071
62012,36,e-wallet payment services,Sometimes,Some use this,71,0.069
62012,36,financial management,Sometimes,Some use this,70,0.068
62012,36,financial analysis,Sometimes,Some use this,67,0.065
62012,36,processing of electronic payments,Sometimes,Some use this,66,0.064
62012,36,financial payment services,Sometimes,Some use this,66,0.064
62012,36,"financial transfers and transactions, and payment services",Sometimes,Some use this,63,0.061
62012,36,investment services,Sometimes,Some use this,62,0.06
62012,36,bill payment services,Sometimes,Some use this,60,0.058
62012,36,financial consultancy,Sometimes,Some use this,57,0.055
62012,36,financial transaction services,Sometimes,Some use this,53,0.051
62012,36,financial information,Sometimes,Some use this,53,0.051
62012,36,automated payment services,Sometimes,Some use this,52,0.05
62012,36,computerised financial data services,Sometimes,Some use this,52,0.05
62012,36,electronic processing of payments,Sometimes,Some use this,51,0.049
62012,36,electronic wallet services (payment services),Sometimes,Some use this,50,0.048
62012,36,banking services,Sometimes,Some use this,49,0.047
62012,36,banking and financial services,Sometimes,Some use this,49,0.047
62012,36,contactless payment services,Sometimes,Some use this,49,0.047
62012,36,processing of payment transactions via the internet,Sometimes,Some use this,48,0.046
62012,36,financial transactions via blockchain,Sometimes,Some use this,47,0.045
62012,45,licensing of computer software,Always,Most use this,150,0.165
62012,45,computer software licensing,Always,Most use this,146,0.16
62012,45,licensing of software,Always,Most use this,121,0.133
62012,45,online social networking services,Sometimes,Some use this,103,0.113
62012,45,software licensing.,Sometimes,Some use this,90,0.099
62012,45,software licensing,Sometimes,Some use this,76,0.084
62012,45,legal services,Sometimes,Some use this,71,0.078
62012,45,licensing of software.,Sometimes,Some use this,40,0.044
62012,45,internet-based social networking services,Sometimes,A few have this,36,0.04
62012,45,dating services provided through social networking,Sometimes,A few have this,29,0.032
62012,45,legal consultancy services,Sometimes,A few have this,28,0.031
62012,45,regulatory compliance auditing,Sometimes,A few have this,27,0.03
62012,45,licensing of intellectual property,Sometimes,A few have this,27,0.03
62012,45,security services,Sometimes,A few have this,27,0.03
62012,45,dating services,Sometimes,A few have this,27,0.03
62012,45,computer software (licensing of -) [legal services],Sometimes,A few have this,26,0.029
62012,45,identity verification,Sometimes,A few have this,25,0.027
62012,45,licensing of computer software [legal services],Sometimes,A few have this,25,0.027
62012,45,"internet based dating, matchmaking and personal introduction services",Sometimes,A few have this,24,0.026
62012,45,licensing of technology,Sometimes,A few have this,24,0.026
62012,45,licensing of software [legal services],Sometimes,A few have this,23,0.025
62012,45,online social networking services.,Sometimes,A few have this,23,0.025
62012,45,legal document preparation services,Sometimes,A few have this,23,0.025
62012,45,computer software licensing [legal services],Sometimes,A few have this,23,0.025
62012,45,on-line social networking services,Sometimes,A few have this,22,0.024
62012,38,telecommunications,Sometimes,Some use this,90,0.113
62012,38,providing access to databases,Sometimes,Some use this,73,0.092
62012,38,telecommunication services,Sometimes,Some use this,71,0.09
62012,38,communication services,Sometimes,Some use this,71,0.09
62012,38,online messaging services,Sometimes,Some use this,68,0.086
62012,38,telecommunications services,Sometimes,Some use this,61,0.077
62012,38,instant messaging services,Sometimes,Some use this,48,0.061
62012,38,transmission of digital files,Sometimes,Some use this,48,0.061
62012,38,data transmission services,Sometimes,Some use this,44,0.055
62012,38,"electronic exchange of messages via chat lines, chatrooms and internet forums",Sometimes,Some use this,43,0.054
62012,38,messaging services,Sometimes,Some use this,43,0.054
62012,38,streaming of data,Sometimes,Some use this,42,0.053
62012,38,web messaging,Sometimes,Some use this,42,0.053
62012,38,"electronic communication by means of chatrooms, chat lines and internet forums",Sometimes,Some use this,40,0.05
62012,38,providing online forums,Sometimes,Some use this,39,0.049
62012,38,computer communication and internet access,Sometimes,Some use this,38,0.048
62012,38,chatroom services,Sometimes,Some use this,37,0.047
62012,38,chatroom services for social networking,Sometimes,Some use this,35,0.044
62012,38,"access to content, websites and portals",Sometimes,Some use this,34,0.043
62012,38,data communication services,Sometimes,Some use this,33,0.042
62012,38,data streaming,Sometimes,A few have this,31,0.039
62012,38,online communications services,Sometimes,A few have this,29,0.037
62012,38,digital communication services,Sometimes,A few have this,29,0.037
62012,38,chat room services,Sometimes,A few have this,29,0.037
62012,38,electronic messaging services,Sometimes,A few have this,28,0.035
62012,44,medical services,Always,Most use this,94,0.185
62012,44,healthcare services,Always,Most use this,61,0.12
62012,44,medical and healthcare services,Sometimes,Some use this,60,0.118
62012,44,medical diagnostic services,Sometimes,Some use this,59,0.116
62012,44,health care,Sometimes,Some use this,56,0.11
62012,44,mental health services,Sometimes,Some use this,54,0.106
62012,44,medical health assessment services,Sometimes,Some use this,53,0.104
62012,44,health screening,Sometimes,Some use this,38,0.075
62012,44,health assessment services,Sometimes,Some use this,37,0.073
62012,44,therapy services,Sometimes,Some use this,37,0.073
62012,44,healthcare information services,Sometimes,Some use this,36,0.071
62012,44,telemedicine services,Sometimes,Some use this,35,0.069
62012,44,health counselling,Sometimes,Some use this,34,0.067
62012,44,provision of health information,Sometimes,Some use this,34,0.067
62012,44,remote monitoring of medical data for medical diagnosis and treatment,Sometimes,Some use this,34,0.067
62012,44,medical testing,Sometimes,Some use this,34,0.067
62012,44,human healthcare services,Sometimes,Some use this,33,0.065
62012,44,healthcare,Sometimes,Some use this,33,0.065
62012,44,provision of health care services,Sometimes,Some use this,31,0.061
62012,44,health screening services,Sometimes,Some use this,30,0.059
62012,44,advisory services relating to health care,Sometimes,Some use this,30,0.059
62012,44,providing medical information in the healthcare sector,Sometimes,Some use this,30,0.059
62012,44,mental health screening services,Sometimes,Some use this,29,0.057
62012,44,providing health information,Sometimes,Some use this,29,0.057
62012,44,health assessment surveys,Sometimes,Some use this,28,0.055
64191,36,financial services,Always,Essential,1168,0.467
64191,36,banking services,Always,Essential,988,0.395
64191,36,insurance services,Always,Essential,863,0.345
64191,36,mortgage services,Always,Essential,688,0.275
64191,36,investment services,Always,Essential,626,0.25
64191,36,monetary affairs,Always,Essential,585,0.234
64191,36,credit card services,Always,Essential,573,0.229
64191,36,automated banking services,Always,Essential,547,0.219
64191,36,credit services,Always,Essential,515,0.206
64191,36,insurance,Always,Essential,458,0.183
64191,36,savings services,Always,Essential,388,0.155
64191,36,financial affairs,Always,Essential,383,0.153
64191,36,financial planning and investment advisory services,Always,Essential,375,0.15
64191,36,pension fund services,Always,Essential,353,0.141
64191,36,stock broking services,Always,Essential,347,0.139
64191,36,"provision of finance, money exchange and money transmission services",Always,Essential,332,0.133
64191,36,tax services,Always,Essential,309,0.124
64191,36,pension services,Always,Essential,309,0.124
64191,36,internet banking,Always,Essential,307,0.123
64191,36,funds transfer services,Sometimes,Recommended,297,0.119
64191,36,private banking services,Sometimes,Recommended,286,0.114
64191,36,pension fund administration,Sometimes,Recommended,282,0.113
64191,36,financing and procurement of financing,Sometimes,Recommended,276,0.11
64191,36,cash dispensing services,Sometimes,Recommended,270,0.108
64191,36,nominee services,Sometimes,Recommended,269,0.108
64191,9,computer software,Always,Essential,442,0.27
64191,9,calculating machines,Always,Essential,326,0.199
64191,9,cash registers,Always,Essential,304,0.185
64191,9,credit cards,Always,Essential,293,0.179
64191,9,computer hardware,Always,Essential,289,0.176
64191,9,apparatus for verifying data on magnetically encoded cards,Always,Essential,267,0.163
64191,9,debit cards,Always,Essential,259,0.158
64191,9,computer software to enable searching of data,Always,Essential,253,0.154
64191,9,computer software for producing financial models,Always,Essential,247,0.151
64191,9,cash cards,Always,Essential,223,0.136
64191,9,cash dispensing machines,Always,Essential,219,0.134
64191,9,magnetic data carriers,Always,Essential,211,0.129
64191,9,data processing apparatus,Always,Essential,208,0.127
64191,9,computer software relating to the handling of financial transactions,Always,Essential,207,0.126
64191,9,magnetic cards,Always,Essential,204,0.124
64191,9,automated cash machines,Sometimes,Recommended,194,0.118
64191,9,computer software relating to financial history,Sometimes,Recommended,191,0.116
64191,9,automated teller machines (atm),Sometimes,Recommended,186,0.113
64191,9,parts and fittings for the aforesaid goods.,Sometimes,Recommended,185,0.113
64191,9,automated banking machines,Sometimes,Recommended,174,0.106
64191,9,electronic databases,Sometimes,Recommended,173,0.105
64191,9,banking cards [encoded or magnetic],Sometimes,Recommended,172,0.105
64191,9,computer databases,Sometimes,Recommended,172,0.105
64191,9,computer terminals for banking purposes,Sometimes,Recommended,170,0.104
64191,9,computer programmes relating to financial matters,Sometimes,Recommended,166,0.101
64191,35,data processing services,Always,Essential,423,0.306
64191,35,business planning,Always,Essential,403,0.291
64191,35,office functions,Always,Essential,385,0.278
64191,35,provision of information relating to tax,Always,Essential,377,0.273
64191,35,provision of statements of account,Always,Essential,352,0.255
64191,35,business administration services,Always,Essential,323,0.234
64191,35,tax consultancy and planning services,Always,Essential,252,0.182
64191,35,"computerised record keeping, accounting and database management services",Always,Essential,250,0.181
64191,35,business management,Always,Essential,250,0.181
64191,35,business relocation services,Always,Essential,241,0.174
64191,35,advertising,Always,Essential,218,0.158
64191,35,business networking services,Always,Essential,217,0.157
64191,35,marketing,Always,Essential,208,0.15
64191,35,business administration,Always,Essential,208,0.15
64191,35,personnel management and employment consultancy,Always,Essential,206,0.149
64191,35,business consultancy and advisory services,Always,Essential,205,0.148
64191,35,document reproduction services,Always,Essential,204,0.148
64191,35,"compilation, production and dissemination of advertising matter",Always,Essential,194,0.14
64191,35,tax assessment preparation,Always,Essential,194,0.14
64191,35,business investigations and surveys,Always,Essential,194,0.14
64191,35,business management services,Always,Essential,194,0.14
64191,35,bookkeeping and accounting services,Always,Essential,190,0.137
64191,35,business appraisals,Always,Essential,190,0.137
64191,35,loyalty card services,Always,Essential,188,0.136
64191,35,advertising and promotional services,Always,Essential,184,0.133
64191,16,printed matter,Always,Essential,709,0.66
64191,16,stationery,Always,Essential,515,0.48
64191,16,printed publications,Always,Essential,365,0.34
64191,16,photographs,Always,Essential,220,0.205
64191,16,instructional and teaching materials,Always,Essential,204,0.19
64191,16,office requisites,Always,Essential,196,0.182
64191,16,advertising materials,Always,Essential,193,0.18
64191,16,"bank cards, cash cards, cheque cards, debit cards, credit cards, charge cards",Always,Essential,178,0.166
64191,16,"brochures, vouchers, cheques, cheque books, paying-in books",Always,Essential,176,0.164
64191,16,books,Always,Essential,176,0.164
64191,16,periodical publications,Always,Essential,157,0.146
64191,16,artists' materials,Always,Essential,139,0.129
64191,16,manuals,Always,Essential,138,0.128
64191,16,cheques,Always,Essential,137,0.128
64191,16,paper,Always,Essential,134,0.125
64191,16,paper and cardboard,Always,Essential,130,0.121
64191,16,posters,Sometimes,Recommended,122,0.114
64191,16,wrapping and packaging materials.,Sometimes,Recommended,122,0.114
64191,16,printers' type,Sometimes,Recommended,115,0.107
64191,16,document wallets,Sometimes,Recommended,115,0.107
64191,16,files and folders,Sometimes,Recommended,113,0.105
64191,16,writing instruments,Sometimes,Recommended,112,0.104
64191,16,adhesives for stationery or household purposes,Sometimes,Recommended,110,0.102
64191,16,paint brushes,Sometimes,Recommended,109,0.101
64191,16,stickers,Sometimes,Recommended,98,0.091
64191,42,computer services,Always,Essential,229,0.321
64191,42,data security services,Always,Essential,224,0.314
64191,42,design and development of computer hardware and software,Always,Essential,166,0.233
64191,42,design and development of information systems relating to finance,Always,Essential,164,0.23
64191,42,hosting of an online website for the provision of financial information,Always,Essential,131,0.184
64191,42,creating and maintaining websites,Always,Essential,129,0.181
64191,42,computer software and programming services,Always,Essential,128,0.18
64191,42,scientific and technological services and research and design relating thereto,Always,Essential,125,0.175
64191,42,"lease, hire and rental of computer equipment, hardware, software and programs",Always,Essential,118,0.165
64191,42,encryption services,Always,Essential,115,0.161
64191,42,computer programming,Always,Essential,102,0.143
64191,42,digital signature verification and authorisation services,Always,Essential,97,0.136
64191,42,design of web sites,Always,Essential,89,0.125
64191,42,hosting of transaction platforms on the internet,Always,Essential,89,0.125
64191,42,providing artificial intelligence computer programs on data networks,Always,Essential,87,0.122
64191,42,electronic signature verification and authorisation services,Sometimes,Recommended,83,0.116
64191,42,"consultancy, information and advisory services relating to all the foregoing.",Sometimes,Recommended,83,0.116
64191,42,industrial analysis and research services,Sometimes,Recommended,81,0.114
64191,42,software as a service [saas],Sometimes,Recommended,79,0.111
64191,42,hosting of websites,Sometimes,Recommended,78,0.109
64191,42,legal services,Sometimes,Recommended,77,0.108
64191,42,hosting the websites of others,Sometimes,Recommended,77,0.108
64191,42,transaction platforms on mobile applications,Sometimes,Recommended,75,0.105
64191,42,certification of data via blockchain,Sometimes,Recommended,71,0.1
64191,42,data storage via blockchain,Sometimes,Recommended,71,0.1
64191,38,electronic mail services,Always,Essential,167,0.358
64191,38,telecommunications,Always,Essential,132,0.283
64191,38,"providing access to computer servers, databases and networks",Always,Essential,105,0.225
64191,38,"receipt and/or delivery of messages, documents and other data via the internet",Always,Essential,100,0.215
64191,38,provision of electronic communication links,Always,Essential,95,0.204
64191,38,providing access to the internet,Always,Essential,93,0.2
64191,38,internet communication services,Always,Essential,91,0.195
64191,38,telecommunication services,Always,Essential,88,0.189
64191,38,provision of telecommunications connections and access to the internet,Always,Essential,87,0.187
64191,38,leasing of access time to databases,Always,Essential,82,0.176
64191,38,telecommunications services relating to electronic commerce,Always,Essential,59,0.127
64191,38,telecommunication gateway services,Sometimes,Recommended,53,0.114
64191,38,"consultancy, information and advisory services relating to all the foregoing.",Sometimes,Recommended,51,0.109
64191,38,electronic bulletin board services,Sometimes,Recommended,45,0.097
64191,38,providing access to e-commerce platforms on the internet,Sometimes,Recommended,37,0.079
64191,38,telecommunication portal services,Sometimes,Recommended,37,0.079
64191,38,data transmission services over a telecommunications network,Sometimes,Recommended,34,0.073
64191,38,communication of data by means of telecommunications,Sometimes,Recommended,32,0.069
64191,38,operating search engines,Sometimes,Recommended,29,0.062
64191,38,location-based and personal transmission of information,Sometimes,Worth considering,26,0.056
64191,38,internet portal services,Sometimes,Worth considering,26,0.056
64191,38,data transmission and transfer services,Sometimes,Worth considering,24,0.052
64191,38,providing and supplying location-specific data transmission via the internet,Sometimes,Worth considering,23,0.049
64191,38,instant messaging services,Sometimes,Worth considering,22,0.047
64191,38,telecommunication services provided in relation to the internet,Sometimes,Worth considering,22,0.047
64191,41,education,Always,Essential,104,0.251
64191,41,providing of training,Always,Essential,95,0.229
64191,41,entertainment,Always,Essential,86,0.208
64191,41,sporting and cultural activities,Always,Essential,79,0.191
64191,41,publication of educational materials,Sometimes,Recommended,43,0.104
64191,41,education services,Sometimes,Recommended,42,0.101
64191,41,electronic publications provided on-line (not downloadable),Sometimes,Recommended,42,0.101
64191,41,arranging and conducting of courses and workshops,Sometimes,Recommended,41,0.099
64191,41,education and entertainment services,Sometimes,Recommended,40,0.097
64191,41,"providing on-line electronic publications, not downloadable",Sometimes,Recommended,37,0.089
64191,41,organisation of sporting events and competitions,Sometimes,Recommended,36,0.087
64191,41,tutoring,Sometimes,Recommended,34,0.082
64191,41,provision of training,Sometimes,Recommended,32,0.077
64191,41,correspondence courses,Sometimes,Recommended,30,0.072
64191,41,"providing on-line videos, not downloadable",Sometimes,Recommended,30,0.072
64191,41,provision of online tutorials,Sometimes,Recommended,29,0.07
64191,41,education information,Sometimes,Recommended,28,0.068
64191,41,coaching [training],Sometimes,Recommended,28,0.068
64191,41,educational examination,Sometimes,Recommended,26,0.063
64191,41,entertainment services,Sometimes,Recommended,25,0.06
64191,41,online research and reference library services,Sometimes,Recommended,25,0.06
64191,41,education services relating to banking,Sometimes,Recommended,25,0.06
64191,41,vocational guidance [education or training advice],Sometimes,Worth considering,23,0.056
64191,41,business training services,Sometimes,Worth considering,21,0.051
64191,41,"planning of seminars, lectures and conferences for educational purposes",Sometimes,Worth considering,20,0.048
96020,44,beauty salon services,Always,Essential,841,0.336
96020,44,beauty salons,Always,Essential,696,0.278
96020,44,beauty treatment,Always,Essential,639,0.256
96020,44,beauty treatment services,Always,Essential,628,0.251
96020,44,beauty therapy services,Always,Essential,543,0.217
96020,44,beauty care,Always,Essential,540,0.216
96020,44,beauty therapy treatments,Always,Essential,534,0.214
96020,44,facial beauty treatment services,Always,Essential,518,0.207
96020,44,beauty care services,Always,Essential,462,0.185
96020,44,services of a hair and beauty salon,Always,Essential,455,0.182
96020,44,salons (beauty -),Always,Essential,450,0.18
96020,44,beauty consultation,Always,Essential,437,0.175
96020,44,salon services (beauty -),Always,Essential,434,0.174
96020,44,beauty consultancy,Always,Essential,408,0.163
96020,44,beauty care for human beings,Always,Essential,391,0.156
96020,44,advisory services relating to beauty treatment,Always,Essential,388,0.155
96020,44,hair salon services,Always,Essential,373,0.149
96020,44,beauty consultation services,Always,Essential,369,0.148
96020,44,beauty spa services,Always,Essential,368,0.147
96020,44,hairdressing services,Always,Essential,356,0.142
96020,44,hairdressing,Always,Essential,352,0.141
96020,44,beauty consultancy services,Always,Essential,348,0.139
96020,44,beauty advisory services,Always,Essential,343,0.137
96020,44,hairdressing salons,Always,Essential,341,0.136
96020,44,hygienic and beauty care,Always,Essential,339,0.136
96020,3,cosmetics,Always,Essential,736,0.294
96020,3,hair cosmetics,Always,Essential,527,0.211
96020,3,hair lotions,Always,Essential,467,0.187
96020,3,beauty care cosmetics,Always,Essential,436,0.174
96020,3,hair conditioners,Always,Essential,419,0.168
96020,3,hair moisturisers,Always,Essential,383,0.153
96020,3,skincare cosmetics,Always,Essential,377,0.151
96020,3,hair oils,Always,Essential,357,0.143
96020,3,essential oils,Always,Essential,357,0.143
96020,3,beauty serums,Always,Essential,355,0.142
96020,3,beauty masks,Always,Essential,343,0.137
96020,3,soaps,Always,Essential,342,0.137
96020,3,hair shampoos,Always,Essential,341,0.136
96020,3,hair shampoo,Always,Essential,339,0.136
96020,3,hair conditioner,Always,Essential,337,0.135
96020,3,hair creams,Always,Essential,335,0.134
96020,3,beauty lotions,Always,Essential,332,0.133
96020,3,hair serums,Always,Essential,330,0.132
96020,3,beauty creams,Always,Essential,322,0.129
96020,3,hair oil,Always,Essential,319,0.128
96020,3,hair mousse,Always,Essential,310,0.124
96020,3,hair gel,Always,Essential,309,0.124
96020,3,hair care preparations,Always,Essential,302,0.121
96020,3,beauty care preparations,Always,Essential,301,0.12
96020,3,hair sprays,Always,Essential,300,0.12
96020,41,beauty school services,Always,Essential,204,0.182
96020,41,instruction in cosmetic beauty,Always,Essential,173,0.155
96020,41,teaching of beauty skills,Always,Essential,168,0.15
96020,41,education,Always,Essential,165,0.148
96020,41,educational services relating to beauty therapy,Always,Essential,159,0.142
96020,41,training,Always,Essential,141,0.126
96020,41,training courses,Sometimes,Recommended,131,0.117
96020,41,education and training,Sometimes,Recommended,127,0.114
96020,41,educational seminars relating to beauty therapy,Sometimes,Recommended,118,0.106
96020,41,educational services in the nature of beauty schools,Sometimes,Recommended,114,0.102
96020,41,education and training services,Sometimes,Recommended,108,0.097
96020,41,beauty arts instruction,Sometimes,Recommended,103,0.092
96020,41,"education, teaching and training",Sometimes,Recommended,101,0.09
96020,41,training services,Sometimes,Recommended,95,0.085
96020,41,providing of training,Sometimes,Recommended,88,0.079
96020,41,training and education services,Sometimes,Recommended,80,0.072
96020,41,educational services provided by beauty schools,Sometimes,Recommended,79,0.071
96020,41,education services,Sometimes,Recommended,75,0.067
96020,41,hairdressing instruction,Sometimes,Recommended,74,0.066
96020,41,arranging and conducting of beauty contests,Sometimes,Recommended,72,0.064
96020,41,entertainment,Sometimes,Recommended,70,0.063
96020,41,academy education services,Sometimes,Worth considering,65,0.058
96020,41,advanced training,Sometimes,Worth considering,65,0.058
96020,41,education academy services,Sometimes,Worth considering,62,0.055
96020,41,academies [education],Sometimes,Worth considering,62,0.055
96020,35,advertising,Always,Essential,151,0.136
96020,35,online retail store services relating to cosmetic and beauty products,Always,Essential,147,0.133
96020,35,retail services in relation to beauty implements for humans,Sometimes,Recommended,118,0.107
96020,35,retail services in relation to hair products.,Sometimes,Recommended,89,0.08
96020,35,"marketing research in the fields of cosmetics, perfumery and beauty products",Sometimes,Recommended,88,0.079
96020,35,online retail services relating to cosmetics,Sometimes,Recommended,87,0.079
96020,35,"advertising, marketing and promotional services",Sometimes,Recommended,85,0.077
96020,35,business administration,Sometimes,Recommended,84,0.076
96020,35,business management,Sometimes,Recommended,83,0.075
96020,35,wholesale services in relation to beauty implements for humans,Sometimes,Recommended,77,0.07
96020,35,office functions,Sometimes,Recommended,76,0.069
96020,35,retail services in relation to hair products,Sometimes,Recommended,70,0.063
96020,35,online retail store services relating to cosmetic and beauty products.,Sometimes,Worth considering,63,0.057
96020,35,advertising and marketing,Sometimes,Worth considering,58,0.052
96020,35,advertising and marketing services provided by means of social media,Sometimes,Worth considering,54,0.049
96020,35,online ordering services,Sometimes,Worth considering,52,0.047
96020,35,marketing,Sometimes,Worth considering,52,0.047
96020,35,mail order retail services for cosmetics,Sometimes,Worth considering,51,0.046
96020,35,online retail store services relating to clothing,Sometimes,Worth considering,50,0.045
96020,35,advertising services,Sometimes,Worth considering,49,0.044
96020,35,advertising services for the promotion of e-commerce,Sometimes,Worth considering,47,0.042
96020,35,advertising services provided via the internet,Sometimes,Worth considering,46,0.042
96020,35,advertising and marketing services,Sometimes,Worth considering,46,0.042
96020,35,advertising and publicity,Sometimes,Worth considering,45,0.041
96020,35,advertising and advertisement services,Sometimes,Worth considering,45,0.041
96020,26,hair extensions,Always,Essential,257,0.432
96020,26,hair pieces,Always,Essential,176,0.296
96020,26,hair weaves,Always,Essential,162,0.272
96020,26,false hair,Always,Essential,155,0.261
96020,26,synthetic hair,Always,Essential,147,0.247
96020,26,hair clips,Always,Essential,134,0.225
96020,26,wigs,Always,Essential,134,0.225
96020,26,hair pins,Always,Essential,126,0.212
96020,26,hair tresses,Always,Essential,122,0.205
96020,26,human hair,Always,Essential,122,0.205
96020,26,hair curlers,Always,Essential,116,0.195
96020,26,plaited hair,Always,Essential,115,0.193
96020,26,hair extensions.,Always,Essential,115,0.193
96020,26,hair bands,Always,Essential,115,0.193
96020,26,hair ornaments,Always,Essential,107,0.18
96020,26,hair grips,Always,Essential,106,0.178
