nice_class,term,n_marks,class_marks,share,band
18,garment bags,2334,29731,0.0785,Recommended
18,cross-body bags,2315,29731,0.07786,Recommended
18,holdalls,2246,29731,0.07554,Recommended
18,makeup bags,2237,29731,0.07524,Recommended
18,garment bags for travel,2213,29731,0.07443,Recommended
18,waist bags,2145,29731,0.07215,Recommended
18,satchels,2135,29731,0.07181,Recommended
18,collars for animals,2134,29731,0.07178,Recommended
18,book bags,2124,29731,0.07144,Recommended
18,overnight bags,2112,29731,0.07104,Recommended
18,traveling bags,2096,29731,0.0705,Recommended
18,hiking bags,2062,29731,0.06936,Recommended
18,reusable shopping bags,2050,29731,0.06895,Recommended
18,collars for pets,2034,29731,0.06841,Recommended
18,camping bags,2024,29731,0.06808,Recommended
18,carry-all bags,2019,29731,0.06791,Recommended
18,athletic bags,1975,29731,0.06643,Recommended
18,pet clothing,1969,29731,0.06623,Recommended
18,parasols,1942,29731,0.06532,Recommended
18,bags for travel,1902,29731,0.06397,Recommended
18,leather straps,1899,29731,0.06387,Recommended
18,bags for clothes,1891,29731,0.0636,Recommended
18,casual bags,1882,29731,0.0633,Recommended
18,toilet bags,1855,29731,0.06239,Recommended
18,dog collars,1842,29731,0.06196,Recommended
18,bags for campers,1814,29731,0.06101,Recommended
18,diaper bags,1814,29731,0.06101,Recommended
18,boot bags,1807,29731,0.06078,Recommended
18,sport bags,1784,29731,0.06,Recommended
18,wheeled bags,1767,29731,0.05943,Recommended
18,dog leashes,1759,29731,0.05916,Recommended
18,luggage and carrying bags,1745,29731,0.05869,Recommended
18,weekend bags,1714,29731,0.05765,Recommended
18,bags for carrying pets,1702,29731,0.05725,Recommended
18,souvenir bags,1698,29731,0.05711,Recommended
18,bucket bags,1690,29731,0.05684,Recommended
18,canvas shopping bags,1676,29731,0.05637,Recommended
18,all-purpose carrying bags,1669,29731,0.05614,Recommended
18,leather wallets,1662,29731,0.0559,Recommended
18,duffel bags for travel,1650,29731,0.0555,Recommended
18,leather shopping bags,1649,29731,0.05546,Recommended
18,trunks [luggage],1619,29731,0.05445,Recommended
18,flight bags,1617,29731,0.05439,Recommended
18,grocery tote bags,1617,29731,0.05439,Recommended
18,"handbags, purses and wallets",1611,29731,0.05419,Recommended
18,bags for climbers,1586,29731,0.05334,Recommended
18,leather purses,1578,29731,0.05308,Recommended
18,business card cases,1540,29731,0.0518,Recommended
18,courier bags,1531,29731,0.0515,Recommended
18,wash bags for carrying toiletries,1521,29731,0.05116,Recommended
18,leather handbags,1516,29731,0.05099,Recommended
18,cabin bags,1510,29731,0.05079,Recommended
18,suit bags,1489,29731,0.05008,Recommended
18,dog clothing,1470,29731,0.04944,Recommended
18,umbrella bags,1441,29731,0.04847,Recommended
18,imitation leather bags,1434,29731,0.04823,Recommended
18,haversacks,1410,29731,0.04743,Recommended
18,knitted bags,1408,29731,0.04736,Recommended
18,pouches,1405,29731,0.04726,Recommended
18,towelling bags,1405,29731,0.04726,Recommended
18,nappy bags,1403,29731,0.04719,Recommended
18,attaché cases,1397,29731,0.04699,Recommended
18,coin purses,1370,29731,0.04608,Recommended
18,"whips, harness and saddlery",1340,29731,0.04507,Recommended
18,leather suitcases,1309,29731,0.04403,Recommended
18,roll bags,1302,29731,0.04379,Recommended
18,bags made of leather,1295,29731,0.04356,Recommended
18,imitation leather,1295,29731,0.04356,Recommended
18,leather and imitation leather,1282,29731,0.04312,Recommended
18,leather pouches,1276,29731,0.04292,Recommended
18,animal skins and hides,1267,29731,0.04262,Recommended
18,animal leashes,1245,29731,0.04188,Recommended
18,card wallets,1245,29731,0.04188,Recommended
18,evening bags,1243,29731,0.04181,Recommended
18,bags for sports clothing,1232,29731,0.04144,Recommended
18,dog apparel,1229,29731,0.04134,Recommended
18,"bags [envelopes, pouches] of leather, for packaging",1227,29731,0.04127,Recommended
18,leather leashes,1227,29731,0.04127,Recommended
18,travelling trunks,1224,29731,0.04117,Recommended
18,knitting bags,1207,29731,0.0406,Recommended
18,cosmetic purses,1199,29731,0.04033,Recommended
18,shoe bags for travel,1199,29731,0.04033,Recommended
18,leather,1183,29731,0.03979,Some use this
18,barrel bags,1181,29731,0.03972,Some use this
18,raincoats for pet dogs,1178,29731,0.03962,Some use this
18,attaché bags,1174,29731,0.03949,Some use this
18,work bags,1174,29731,0.03949,Some use this
18,wheeled shopping bags,1158,29731,0.03895,Some use this
18,bags for umbrellas,1154,29731,0.03881,Some use this
18,hip bags,1154,29731,0.03881,Some use this
18,pet leads,1153,29731,0.03878,Some use this
18,athletics bags,1144,29731,0.03848,Some use this
18,back packs,1133,29731,0.03811,Some use this
18,"vanity cases, not fitted",1129,29731,0.03797,Some use this
18,dog leads,1121,29731,0.0377,Some use this
18,nose bags [feed bags],1099,29731,0.03696,Some use this
18,bags (nose -) [feed bags],1098,29731,0.03693,Some use this
18,dog coats,1096,29731,0.03686,Some use this
18,baby carrying bags,1094,29731,0.0368,Some use this
18,umbrella covers,1084,29731,0.03646,Some use this
18,clothing for dogs,1081,29731,0.03636,Some use this
18,dog shoes,1075,29731,0.03616,Some use this
18,clothing for animals,1074,29731,0.03612,Some use this
18,travelling bags [leatherware],1055,29731,0.03548,Some use this
18,key bags,1050,29731,0.03532,Some use this
18,hunting bags,1044,29731,0.03511,Some use this
18,travel cases,1040,29731,0.03498,Some use this
18,leather cases,1021,29731,0.03434,Some use this
18,bags made of imitation leather,1019,29731,0.03427,Some use this
18,"tool bags, empty",1018,29731,0.03424,Some use this
18,baby backpacks,1013,29731,0.03407,Some use this
18,travel luggage,1010,29731,0.03397,Some use this
18,gladstone bags,1001,29731,0.03367,Some use this
18,fashion handbags,996,29731,0.0335,Some use this
18,luggage straps,995,29731,0.03347,Some use this
18,knapsacks,994,29731,0.03343,Some use this
18,leather luggage straps,994,29731,0.03343,Some use this
18,roller bags,991,29731,0.03333,Some use this
18,leather briefcases,983,29731,0.03306,Some use this
18,textile shopping bags,982,29731,0.03303,Some use this
18,backpacks [rucksacks],976,29731,0.03283,Some use this
18,credit card cases,972,29731,0.03269,Some use this
18,handbags made of leather,968,29731,0.03256,Some use this
18,credit card cases [wallets],955,29731,0.03212,Some use this
18,"bags [envelopes, pouches] of leather for packaging",954,29731,0.03209,Some use this
18,mesh shopping bags,949,29731,0.03192,Some use this
18,briefcases [leather goods],944,29731,0.03175,Some use this
18,"bags [envelopes, pouches] for packaging of leather",933,29731,0.03138,Some use this
18,electronic pet collars,926,29731,0.03115,Some use this
18,bags for school,925,29731,0.03111,Some use this
18,valises,925,29731,0.03111,Some use this
18,nose bags,923,29731,0.03105,Some use this
18,credit card holders,904,29731,0.03041,Some use this
18,game bags,903,29731,0.03037,Some use this
18,boston bags,901,29731,0.03031,Some use this
18,pouches of leather,901,29731,0.03031,Some use this
18,leather luggage tags,890,29731,0.02994,Some use this
18,leather shoulder belts,888,29731,0.02987,Some use this
18,changing bags,886,29731,0.0298,Some use this
18,pouch baby carriers,881,29731,0.02963,Some use this
18,coats for dogs,879,29731,0.02957,Some use this
18,leather boxes,860,29731,0.02893,Some use this
18,leather for shoes,860,29731,0.02893,Some use this
18,harness for animals,856,29731,0.02879,Some use this
18,"collars, leashes and clothing for animals",853,29731,0.02869,Some use this
18,mesh bags for shopping,850,29731,0.02859,Some use this
18,labels of leather,843,29731,0.02835,Some use this
18,beauty cases,839,29731,0.02822,Some use this
18,pets (clothing for -),837,29731,0.02815,Some use this
18,ladies handbags,831,29731,0.02795,Some use this
18,cosmetic bags sold empty,827,29731,0.02782,Some use this
18,sling bags for carrying infants,826,29731,0.02778,Some use this
18,leashes for animals,819,29731,0.02755,Some use this
18,card cases [notecases],817,29731,0.02748,Some use this
18,articles of luggage,815,29731,0.02741,Some use this
18,garments for pets,815,29731,0.02741,Some use this
18,clothing for domestic pets,810,29731,0.02724,Some use this
18,"animal skins, hides",807,29731,0.02714,Some use this
18,bags (garment -) for travel,807,29731,0.02714,Some use this
18,cat collars,802,29731,0.02698,Some use this
18,card wallets [leatherware],795,29731,0.02674,Some use this
18,leather cloth,794,29731,0.02671,Some use this
18,fanny packs,791,29731,0.02661,Some use this
18,toiletry bags sold empty,790,29731,0.02657,Some use this
18,leather coin purses,785,29731,0.0264,Some use this
18,pet hair bows,785,29731,0.0264,Some use this
18,leather laces,784,29731,0.02637,Some use this
18,belts (leather shoulder -),783,29731,0.02634,Some use this
18,trunks and suitcases,779,29731,0.0262,Some use this
18,"umbrellas, parasols and walking sticks",774,29731,0.02603,Some use this
18,animal skins,769,29731,0.02587,Some use this
18,document cases,764,29731,0.0257,Some use this
18,clutch purses,761,29731,0.0256,Some use this
18,all-purpose athletic bags,760,29731,0.02556,Some use this
18,suitcases with wheels,760,29731,0.02556,Some use this
18,leather cord,759,29731,0.02553,Some use this
18,handbags for ladies,757,29731,0.02546,Some use this
18,covers for animals,752,29731,0.02529,Some use this
18,animal apparel,750,29731,0.02523,Some use this
18,straps for handbags,747,29731,0.02513,Some use this
18,whips,745,29731,0.02506,Some use this
18,saddlery,737,29731,0.02479,Some use this
18,dog parkas,735,29731,0.02472,Some use this
18,feed bags,734,29731,0.02469,Some use this
18,key wallets,733,29731,0.02465,Some use this
18,daypacks,732,29731,0.02462,Some use this
18,animal harnesses,729,29731,0.02452,Some use this
18,leather leads,726,29731,0.02442,Some use this
18,music bags,723,29731,0.02432,Some use this
18,school satchels,723,29731,0.02432,Some use this
18,luggage label holders,718,29731,0.02415,Some use this
18,sports packs,713,29731,0.02398,Some use this
18,handbag straps,711,29731,0.02391,Some use this
18,leather shoulder straps,711,29731,0.02391,Some use this
18,canes,710,29731,0.02388,Some use this
18,"pouches for holding make-up, keys and other personal items",699,29731,0.02351,Some use this
18,mountaineering sticks,696,29731,0.02341,Some use this
18,clutch purses [handbags],692,29731,0.02328,Some use this
18,synthetic leather,689,29731,0.02317,Some use this
18,airline travel bags,685,29731,0.02304,Some use this
18,holdalls for sports clothing,679,29731,0.02284,Some use this
18,boxes of leather,678,29731,0.0228,Some use this
18,furniture coverings of leather,675,29731,0.0227,Some use this
18,"tool bags of leather, empty",672,29731,0.0226,Some use this
18,boxes of leather or leather board,671,29731,0.02257,Some use this
18,carrying cases,670,29731,0.02254,Some use this
18,all-purpose sports bags,669,29731,0.0225,Some use this
18,straps (leather -),669,29731,0.0225,Some use this
18,music cases,668,29731,0.02247,Some use this
18,school backpacks,667,29731,0.02243,Some use this
18,travelling sets [leatherware],661,29731,0.02223,Some use this
18,luggage trunks,657,29731,0.0221,Some use this
18,clutch handbags,656,29731,0.02206,Some use this
18,net bags for shopping,651,29731,0.0219,Some use this
18,travel baggage,650,29731,0.02186,Some use this
18,straps for luggage,649,29731,0.02183,Some use this
18,clutches [purses],646,29731,0.02173,Some use this
18,dog bellybands,645,29731,0.02169,Some use this
18,hiking rucksacks,645,29731,0.02169,Some use this
18,belts,643,29731,0.02163,Some use this
18,leather thongs,643,29731,0.02163,Some use this
18,leather credit card wallets,638,29731,0.02146,Some use this
18,handbags for men,637,29731,0.02143,Some use this
18,leather for furniture,637,29731,0.02143,Some use this
18,bags for carrying animals,633,29731,0.02129,Some use this
18,waist packs,633,29731,0.02129,Some use this
18,evening handbags,631,29731,0.02122,Some use this
18,change purses,626,29731,0.02106,Some use this
18,tanned leather,624,29731,0.02099,Some use this
18,card holders,622,29731,0.02092,Some use this
18,carry-on suitcases,618,29731,0.02079,Some use this
18,collars for cats,617,29731,0.02075,Some use this
18,golf umbrellas,615,29731,0.02069,Some use this
18,grips [bags],614,29731,0.02065,Some use this
18,handbags made of imitations leather,613,29731,0.02062,Some use this
18,leashes (leather -),608,29731,0.02045,Some use this
18,chain mesh purses,600,29731,0.02018,Some use this
18,garment bags for travel made of leather,600,29731,0.02018,Some use this
18,imitations of leather,599,29731,0.02015,Some use this
18,muzzles,595,29731,0.02001,Some use this
18,wheeled luggage,595,29731,0.02001,Some use this
18,girths of leather,592,29731,0.01991,Some use this
18,saddlery of leather,591,29731,0.01988,Some use this
18,billfolds,588,29731,0.01978,Some use this
19,non-metallic building materials,699,9569,0.07305,Recommended
19,building materials (non-metallic),598,9569,0.06249,Recommended
19,"building materials, not of metal",473,9569,0.04943,Recommended
19,"materials, not of metal, for building and construction",473,9569,0.04943,Recommended
19,tiles,437,9569,0.04567,Recommended
19,"building and construction materials and elements, not of metal",412,9569,0.04306,Recommended
19,cement,402,9569,0.04201,Recommended
19,building timber,384,9569,0.04013,Recommended
19,"monuments, not of metal",372,9569,0.03888,Some use this
19,wooden flooring,371,9569,0.03877,Some use this
19,parquet flooring,364,9569,0.03804,Some use this
19,concrete,361,9569,0.03773,Some use this
19,wood panelling,355,9569,0.0371,Some use this
19,non-metallic transportable buildings,334,9569,0.0349,Some use this
19,laminate flooring,301,9569,0.03146,Some use this
19,non-metallic rigid pipes for building,297,9569,0.03104,Some use this
19,ceramic tiles,295,9569,0.03083,Some use this
19,hardwood flooring,291,9569,0.03041,Some use this
19,wood flooring,288,9569,0.0301,Some use this
19,"asphalt, pitch and bitumen",286,9569,0.02989,Some use this
19,building glass,285,9569,0.02978,Some use this
19,"rigid pipes, not of metal, for building",281,9569,0.02937,Some use this
19,"tile floorings, not of metal",277,9569,0.02895,Some use this
19,bricks,273,9569,0.02853,Some use this
19,coatings [building materials],273,9569,0.02853,Some use this
19,"doors, gates, windows and window coverings, not of metal",267,9569,0.0279,Some use this
19,vinyl flooring,263,9569,0.02748,Some use this
19,building stone,257,9569,0.02686,Some use this
19,concrete building materials,257,9569,0.02686,Some use this
19,"floors, not of metal",256,9569,0.02675,Some use this
19,"floor tiles, not of metal",249,9569,0.02602,Some use this
19,stone,249,9569,0.02602,Some use this
19,wood tile flooring,248,9569,0.02592,Some use this
19,"transportable buildings, not of metal",246,9569,0.02571,Some use this
19,concrete building elements,234,9569,0.02445,Some use this
19,"building panels, not of metal",233,9569,0.02435,Some use this
19,non-metallic wall panels,232,9569,0.02424,Some use this
19,rubber flooring,232,9569,0.02424,Some use this
19,flooring underlay,231,9569,0.02414,Some use this
19,manufactured timber,227,9569,0.02372,Some use this
19,timber panels,225,9569,0.02351,Some use this
19,veneer wood,219,9569,0.02289,Some use this
19,wood veneers,219,9569,0.02289,Some use this
19,roofing materials,218,9569,0.02278,Some use this
19,artificial stone,216,9569,0.02257,Some use this
19,plywood,215,9569,0.02247,Some use this
19,"wall tiles, not of metal",214,9569,0.02236,Some use this
19,flooring tiles (non-metallic -),210,9569,0.02195,Some use this
19,wood,210,9569,0.02195,Some use this
19,"buildings, not of metal",209,9569,0.02184,Some use this
19,flooring made of wood,207,9569,0.02163,Some use this
19,ceramic floor tiles,206,9569,0.02153,Some use this
19,floor tiles of wood,205,9569,0.02142,Some use this
19,building materials of wood,203,9569,0.02121,Some use this
19,geotextiles,203,9569,0.02121,Some use this
19,gravel,203,9569,0.02121,Some use this
19,wooden doors,198,9569,0.02069,Some use this
19,paving,196,9569,0.02048,Some use this
19,non-metal cladding for construction and building,195,9569,0.02038,Some use this
19,parquet wood flooring,195,9569,0.02038,Some use this
19,parquet floor boards,194,9569,0.02027,Some use this
19,ceramic tiles for flooring and lining,188,9569,0.01965,Some use this
19,ceramic tiles for floors,188,9569,0.01965,Some use this
19,artificial wood flooring,187,9569,0.01954,Some use this
19,"doors, not of metal",186,9569,0.01944,Some use this
19,flooring underlays,185,9569,0.01933,Some use this
19,glass doors,184,9569,0.01923,Some use this
19,wood paneling,184,9569,0.01923,Some use this
19,wall panels not of metal,181,9569,0.01892,Some use this
19,roofing membranes,180,9569,0.01881,Some use this
19,ceramic tiles for flooring of building,179,9569,0.01871,Some use this
19,construction timber,179,9569,0.01871,Some use this
19,mosaic floor tiles,178,9569,0.0186,Some use this
19,window glass,178,9569,0.0186,Some use this
19,plaster,177,9569,0.0185,Some use this
19,"tile flooring, not of metal",177,9569,0.0185,Some use this
19,"wall claddings, not of metal, for building",177,9569,0.0185,Some use this
19,marble,176,9569,0.01839,Some use this
19,paving tiles,176,9569,0.01839,Some use this
19,fence panels,174,9569,0.01818,Some use this
19,aggregates,173,9569,0.01808,Some use this
19,"asphalt, pitch, tar and bitumen",173,9569,0.01808,Some use this
19,ceramic wall tiles,173,9569,0.01808,Some use this
19,paving stones,173,9569,0.01808,Some use this
19,natural stone slabs and tiles,172,9569,0.01797,Some use this
19,ceramic tiles for flooring and facing,171,9569,0.01787,Some use this
19,natural stone tiles,169,9569,0.01766,Some use this
19,wooden floor boards,169,9569,0.01766,Some use this
19,"works of art of stone, concrete or marble",169,9569,0.01766,Some use this
19,mosaic tiles,167,9569,0.01745,Some use this
19,wood for building,167,9569,0.01745,Some use this
19,non-metal doors,166,9569,0.01735,Some use this
19,wood laminates,162,9569,0.01693,Some use this
19,building materials of plastics material,161,9569,0.01683,Some use this
19,glass windows,161,9569,0.01683,Some use this
19,"fences, not of metal",160,9569,0.01672,Some use this
19,tiles of porcelain,160,9569,0.01672,Some use this
19,natural stone,159,9569,0.01662,Some use this
19,timber mouldings,157,9569,0.01641,Some use this
19,asphalt,156,9569,0.0163,Some use this
19,tiles (non-metallic -) for floors,156,9569,0.0163,Some use this
19,tiles of ceramic for floors,156,9569,0.0163,Some use this
19,floor coverings of wood,155,9569,0.0162,Some use this
19,tiles of marble,155,9569,0.0162,Some use this
19,flooring (non-metallic -),154,9569,0.01609,Some use this
19,gates,154,9569,0.01609,Some use this
19,glass panels,153,9569,0.01599,Some use this
19,ceramic tiles for internal floors,150,9569,0.01568,Some use this
19,wood paving,149,9569,0.01557,Some use this
19,floor boards of wood,148,9569,0.01547,Some use this
19,"refractory construction materials, not of metal",148,9569,0.01547,Some use this
19,rubber floor tiles,148,9569,0.01547,Some use this
19,sand,148,9569,0.01547,Some use this
19,wood veneer parquet flooring,148,9569,0.01547,Some use this
19,"buildings, transportable, not of metal",147,9569,0.01536,Some use this
19,"tiles, not of metal, for building",147,9569,0.01536,Some use this
19,glazed ceramic floor tiles,146,9569,0.01526,Some use this
19,limestone,145,9569,0.01515,Some use this
19,non-metallic tiles for ceiling cladding,145,9569,0.01515,Some use this
19,road plates,144,9569,0.01505,Some use this
19,"structures and transportable buildings, not of metal",143,9569,0.01494,Some use this
19,crash barriers,142,9569,0.01484,Some use this
19,"door panels, not of metal",142,9569,0.01484,Some use this
19,flooring materials (non-metallic -),142,9569,0.01484,Some use this
19,glass tiles,141,9569,0.01474,Some use this
19,wood sheeting,141,9569,0.01474,Some use this
19,fences,140,9569,0.01463,Some use this
19,laminated parquet flooring,140,9569,0.01463,Some use this
19,paver tiles,140,9569,0.01463,Some use this
19,ceramic tiles for covering floors,139,9569,0.01453,Some use this
19,glass panels for doors,138,9569,0.01442,Some use this
19,"windows, not of metal",138,9569,0.01442,Some use this
19,wood and artificial wood,138,9569,0.01442,Some use this
19,parquet flooring of wood,137,9569,0.01432,Some use this
19,sawn timber,137,9569,0.01432,Some use this
19,floor boards [of wood],136,9569,0.01421,Some use this
19,flooring screeds,136,9569,0.01421,Some use this
19,timber (building -),136,9569,0.01421,Some use this
19,barriers,135,9569,0.01411,Some use this
19,ceramic tiles for external floors,135,9569,0.01411,Some use this
19,"cladding, not of metal, for building",135,9569,0.01411,Some use this
19,timber for building,135,9569,0.01411,Some use this
19,building boards of plastics materials,134,9569,0.014,Some use this
19,granite,134,9569,0.014,Some use this
19,stone roofing tiles,134,9569,0.014,Some use this
19,acoustic panels of wood for ceilings,133,9569,0.0139,Some use this
19,bamboo flooring,133,9569,0.0139,Some use this
19,bitumen,132,9569,0.01379,Some use this
19,"ceilings, not of metal",132,9569,0.01379,Some use this
19,gypsum [building material],132,9569,0.01379,Some use this
19,roofing slates,132,9569,0.01379,Some use this
19,fencing,131,9569,0.01369,Some use this
19,planks of wood for building,131,9569,0.01369,Some use this
19,"reinforcing materials, not of metal, for building",130,9569,0.01359,Some use this
19,slate,130,9569,0.01359,Some use this
19,synthetic flooring materials or wall-claddings,130,9569,0.01359,Some use this
19,cladding panels (non-metallic -) for walls,129,9569,0.01348,Some use this
19,lumber,129,9569,0.01348,Some use this
19,"statues of stone, concrete or marble",129,9569,0.01348,Some use this
19,floor tiles (non-metallic -) for building,128,9569,0.01338,Some use this
19,garden sheds of wood,128,9569,0.01338,Some use this
19,glass for windows,128,9569,0.01338,Some use this
19,terra-cotta floor tiles,128,9569,0.01338,Some use this
19,"wood, semi-worked",128,9569,0.01338,Some use this
19,wooden decking boards,128,9569,0.01338,Some use this
19,flooring (parquet -),127,9569,0.01327,Some use this
19,mosaic wall tiles,127,9569,0.01327,Some use this
19,wood boards,127,9569,0.01327,Some use this
19,mortar,126,9569,0.01317,Some use this
19,glazed ceramic tiles,125,9569,0.01306,Some use this
19,boards of wood,124,9569,0.01296,Some use this
19,window glass for building,124,9569,0.01296,Some use this
19,acoustic panels of wood for walls,123,9569,0.01285,Some use this
19,concrete blocks,123,9569,0.01285,Some use this
19,hardwood decking boards,123,9569,0.01285,Some use this
19,railings,123,9569,0.01285,Some use this
19,cladding materials (non-metallic -),122,9569,0.01275,Some use this
19,non-metal floor panels,122,9569,0.01275,Some use this
19,wooden tiles,122,9569,0.01275,Some use this
19,cement slabs,121,9569,0.01264,Some use this
19,concrete panels,121,9569,0.01264,Some use this
19,joinery products of timber for use in buildings,121,9569,0.01264,Some use this
19,"paving slabs, not of metal",121,9569,0.01264,Some use this
19,ceramic roofing tiles,120,9569,0.01254,Some use this
19,cladding panels (non-metallic -),120,9569,0.01254,Some use this
19,glass walls,120,9569,0.01254,Some use this
19,tiles of ceramic for walls,120,9569,0.01254,Some use this
19,wooden floors,120,9569,0.01254,Some use this
19,concrete walls,119,9569,0.01244,Some use this
19,garden sheds of non-metallic materials,119,9569,0.01244,Some use this
19,roofing underlayment,119,9569,0.01244,Some use this
19,"construction materials, not of metal",117,9569,0.01223,Some use this
19,non-metal roof coverings,117,9569,0.01223,Some use this
19,"partitions, not of metal",117,9569,0.01223,Some use this
19,"ceiling panels, not of metal",116,9569,0.01212,Some use this
19,cement mortar roofing tiles,116,9569,0.01212,Some use this
19,concrete floors,116,9569,0.01212,Some use this
19,grout,116,9569,0.01212,Some use this
19,laminated wood,116,9569,0.01212,Some use this
19,multilayer panels of plastic for use in building,116,9569,0.01212,Some use this
19,plastic tiles,116,9569,0.01212,Some use this
19,"roof coverings, not of metal",116,9569,0.01212,Some use this
19,wooden buildings,116,9569,0.01212,Some use this
19,bathroom tiles (non-metallic -),115,9569,0.01202,Some use this
19,building materials,115,9569,0.01202,Some use this
19,glue-laminated wood,115,9569,0.01202,Some use this
19,mosaic art tiles made of marble,115,9569,0.01202,Some use this
19,non-metal tiles,114,9569,0.01191,Some use this
19,parquet flooring made of wood,114,9569,0.01191,Some use this
19,wood for use in building,113,9569,0.01181,Some use this
19,ceramic floor coverings,112,9569,0.0117,Some use this
19,earthenware tiles,112,9569,0.0117,Some use this
19,reinforced concrete,112,9569,0.0117,Some use this
19,"roofing, not of metal",112,9569,0.0117,Some use this
19,"wall linings, not of metal, for building",112,9569,0.0117,Some use this
19,"acoustic panels, not of metal",111,9569,0.0116,Some use this
19,glazed ceramic wall tiles,111,9569,0.0116,Some use this
19,kitchen tiles (non-metallic -),111,9569,0.0116,Some use this
19,non-metal wall tiles,111,9569,0.0116,Some use this
19,"stone, rock, clay and minerals",111,9569,0.0116,Some use this
19,wood siding,111,9569,0.0116,Some use this
19,aggregate materials for use in concrete,110,9569,0.0115,Some use this
19,panelling materials (non-metallic -) for use in building,110,9569,0.0115,Some use this
19,stone sculptures,110,9569,0.0115,Some use this
19,timber boarding,110,9569,0.0115,Some use this
19,wall claddings (non-metallic -),110,9569,0.0115,Some use this
19,wooden door frames,110,9569,0.0115,Some use this
19,building materials of mineral fibres,109,9569,0.01139,Some use this
19,cladding sheets of wood,109,9569,0.01139,Some use this
19,glass panels for windows,108,9569,0.01129,Some use this
19,tiles of slate,108,9569,0.01129,Some use this
19,clay roofing tiles,107,9569,0.01118,Some use this
19,lime,107,9569,0.01118,Some use this
19,reinforcing mesh made of textile fibres for construction purposes,107,9569,0.01118,Some use this
19,construction elements of timber,106,9569,0.01108,Some use this
19,fabric for underlayment of flooring,106,9569,0.01108,Some use this
19,non-metallic fences,106,9569,0.01108,Some use this
19,plastic wallboards,106,9569,0.01108,Some use this
19,wall panels (non-metallic -),106,9569,0.01108,Some use this
19,cladding (non-metallic -) for facades,105,9569,0.01097,Some use this
19,construction materials of natural stone,105,9569,0.01097,Some use this
19,cladding board (non-metallic -),104,9569,0.01087,Some use this
19,"door frames, not of metal",104,9569,0.01087,Some use this
19,non-metallic fencing,104,9569,0.01087,Some use this
19,"turnstiles, not of metal",104,9569,0.01087,Some use this
19,ceramic tiles for external walls,103,9569,0.01076,Some use this
19,planks [wood for building],103,9569,0.01076,Some use this
19,roofing boards [of wood],103,9569,0.01076,Some use this
19,building elements of concrete,102,9569,0.01066,Some use this
19,glass roofing tiles,101,9569,0.01055,Some use this
19,"laminate flooring, not of metal",101,9569,0.01055,Some use this
19,non-metal decking,101,9569,0.01055,Some use this
19,stucco tiles,101,9569,0.01055,Some use this
19,sandstone for building,100,9569,0.01045,Some use this
19,veneer for floors,100,9569,0.01045,Some use this
19,wood veneer,100,9569,0.01045,Some use this
19,cladding panels (non-metallic -) for roofs,99,9569,0.01035,Some use this
19,natural stone slabs,99,9569,0.01035,Some use this
19,non-metal roofing tiles,99,9569,0.01035,Some use this
19,plastic fencing,99,9569,0.01035,Some use this
19,mortar for building,98,9569,0.01024,Some use this
19,panelling materials (non-metallic -) for use in construction,98,9569,0.01024,Some use this
19,"roofing tiles, not of metal",98,9569,0.01024,Some use this
19,timber laminates,98,9569,0.01024,Some use this
19,barrier posts,97,9569,0.01014,Some use this
19,body rails,97,9569,0.01014,Some use this
19,concrete paving stones,97,9569,0.01014,Some use this
19,concrete slabs,97,9569,0.01014,Some use this
19,intumescent building materials,97,9569,0.01014,Some use this
19,non-metal door frames,97,9569,0.01014,Some use this
19,paving blocks,97,9569,0.01014,Some use this
19,pigeon spikes,97,9569,0.01014,Some use this
19,structural timber,97,9569,0.01014,Some use this
19,wall spikes,97,9569,0.01014,Some use this
19,wood moldings,97,9569,0.01014,Some use this
19,"casement windows, not of metal",96,9569,0.01003,Some use this
19,ceramic tiles for internal walls,96,9569,0.01003,Some use this
19,clay wall tiles,96,9569,0.01003,Some use this
19,parquet flooring and parquet slabs,96,9569,0.01003,Some use this
19,pavement tiles,96,9569,0.01003,Some use this
19,pedestrian barriers,96,9569,0.01003,Some use this
19,plastic coating for fences,96,9569,0.01003,Some use this
19,sliding gates,96,9569,0.01003,Some use this
19,stone for building,96,9569,0.01003,Some use this
19,timber building boards,96,9569,0.01003,Some use this
19,wall stone,96,9569,0.01003,Some use this
19,barrier beams,95,9569,0.00993,Some use this
19,barrier end caps,95,9569,0.00993,Some use this
19,bituminous coatings for roofing,95,9569,0.00993,Some use this
19,building site fencing,95,9569,0.00993,Some use this
19,cement for building,95,9569,0.00993,Some use this
19,fencing pins,95,9569,0.00993,Some use this
19,fireproof cement coatings,95,9569,0.00993,Some use this
19,floor boards (parquet -),95,9569,0.00993,Some use this
19,hoarding,95,9569,0.00993,Some use this
19,"materials, not of metal, for building",95,9569,0.00993,Some use this
19,non-metallic paving tiles,95,9569,0.00993,Some use this
20,furniture,8514,33211,0.25636,Most use this
20,pillows,4666,33211,0.1405,Most use this
20,office furniture,4252,33211,0.12803,Most use this
20,cushions,3955,33211,0.11909,Recommended
20,mattresses,3819,33211,0.11499,Recommended
20,beds,3624,33211,0.10912,Recommended
20,picture frames,3221,33211,0.09699,Recommended
20,bedroom furniture,3173,33211,0.09554,Recommended
20,bathroom furniture,3093,33211,0.09313,Recommended
20,pet cushions,3060,33211,0.09214,Recommended
20,outdoor furniture,3028,33211,0.09117,Recommended
