sic,nice_class,heading,frequency,band_label,n_marks,share,sic_total_marks
10831,5,"Pharmaceuticals, medical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical or veterinary use, food for babies; dietary supplements for human beings and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides.",Sometimes,Some use this,32,0.271,118
10831,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,28,0.237,118
10831,32,Beers; non-alcoholic beverages; mineral and aerated waters; fruit beverages and fruit juices; syrups and other non-alcoholic preparations for making beverages.,Sometimes,Some use this,25,0.212,118
10831,21,"Household or kitchen utensils and containers; cookware and tableware, except forks, knives and spoons; combs and sponges; brushes, except paintbrushes; brush-making materials; articles for cleaning purposes; unworked or semi-worked glass, except building glass; glassware, porcelain and earthenware.",Sometimes,Some use this,25,0.212,118
10831,43,Services for providing food and drink; temporary accommodation.,Sometimes,A few have this,15,0.127,118
32409,28,"Games, toys and playthings; video game apparatus; gymnastic and sporting articles; decorations for Christmas trees.",Always,All use this,473,0.857,552
32409,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,Some use this,127,0.23,552
32409,16,"Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; drawing materials and materials for artists; paintbrushes; instructional and teaching materials; plastic sheets, films and bags for wrapping and packaging; printers' type, printing blocks.",Sometimes,Some use this,125,0.226,552
32409,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,Some use this,113,0.205,552
32409,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,A few have this,43,0.078,552
32409,25,"Clothing, footwear, headwear.",Sometimes,A few have this,37,0.067,552
20412,3,"Non-medicated cosmetics and toiletry preparations; non-medicated dentifrices; perfumery, essential oils; bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations.",Always,All use this,100,0.787,127
20412,5,"Pharmaceuticals, medical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical or veterinary use, food for babies; dietary supplements for human beings and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides.",Sometimes,Some use this,34,0.268,127
20412,21,"Household or kitchen utensils and containers; cookware and tableware, except forks, knives and spoons; combs and sponges; brushes, except paintbrushes; brush-making materials; articles for cleaning purposes; unworked or semi-worked glass, except building glass; glassware, porcelain and earthenware.",Sometimes,Some use this,32,0.252,127
20412,1,"Chemicals for use in industry, science and photography, as well as in agriculture, horticulture and forestry; unprocessed artificial resins, unprocessed plastics; fire extinguishing and fire prevention compositions; tempering and soldering preparations; substances for tanning animal skins and hides; adhesives for use in industry; putties and other paste fillers; compost, manures, fertilizers; biological preparations for use in industry and science.",Sometimes,Some use this,30,0.236,127
20412,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,20,0.157,127
20412,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Sometimes,A few have this,10,0.079,127
20412,4,"Industrial oils and greases, wax; lubricants; dust absorbing, wetting and binding compositions; fuels and illuminants; candles and wicks for lighting.",Sometimes,A few have this,7,0.055,127
32401,28,"Games, toys and playthings; video game apparatus; gymnastic and sporting articles; decorations for Christmas trees.",Always,Most use this,33,0.688,48
32401,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Always,Most use this,26,0.542,48
32401,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,Some use this,17,0.354,48
32401,16,"Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; drawing materials and materials for artists; paintbrushes; instructional and teaching materials; plastic sheets, films and bags for wrapping and packaging; printers' type, printing blocks.",Sometimes,Some use this,8,0.167,48
32401,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,A few have this,6,0.125,48
32401,25,"Clothing, footwear, headwear.",Sometimes,A few have this,6,0.125,48
32401,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,A few have this,5,0.104,48
32401,20,"Furniture, mirrors, picture frames; containers, not of metal, for storage or transport; unworked or semi-worked bone, horn, whalebone or mother-of-pearl; shells; meerschaum; yellow amber.",Sometimes,A few have this,5,0.104,48
32401,21,"Household or kitchen utensils and containers; cookware and tableware, except forks, knives and spoons; combs and sponges; brushes, except paintbrushes; brush-making materials; articles for cleaning purposes; unworked or semi-worked glass, except building glass; glassware, porcelain and earthenware.",Sometimes,A few have this,3,0.062,48
32401,18,"Leather and imitations of leather; animal skins and hides; luggage and carrying bags; umbrellas and parasols; walking sticks; whips, harness and saddlery; collars, leashes and clothing for animals.",Sometimes,A few have this,3,0.062,48
10832,30,"Coffee, tea, cocoa and artificial coffee; rice, pasta and noodles; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; chocolate; ice cream, sorbets and other edible ices; sugar, honey, treacle; yeast, baking-powder; salt, seasonings, spices, preserved herbs; vinegar, sauces and other condiments; ice (frozen water).",Always,All use this,229,0.79,290
10832,43,Services for providing food and drink; temporary accommodation.,Sometimes,Some use this,83,0.286,290
10832,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,67,0.231,290
10832,5,"Pharmaceuticals, medical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical or veterinary use, food for babies; dietary supplements for human beings and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides.",Sometimes,Some use this,54,0.186,290
10832,21,"Household or kitchen utensils and containers; cookware and tableware, except forks, knives and spoons; combs and sponges; brushes, except paintbrushes; brush-making materials; articles for cleaning purposes; unworked or semi-worked glass, except building glass; glassware, porcelain and earthenware.",Sometimes,A few have this,42,0.145,290
10832,32,Beers; non-alcoholic beverages; mineral and aerated waters; fruit beverages and fruit juices; syrups and other non-alcoholic preparations for making beverages.,Sometimes,A few have this,39,0.134,290
10832,29,"Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk, cheese, butter, yogurt and other milk products; oils and fats for food.",Sometimes,A few have this,34,0.117,290
10832,40,Treatment of materials; recycling of waste and trash; air purification and treatment of water; printing services; food and drink preservation.,Sometimes,A few have this,29,0.1,290
10832,25,"Clothing, footwear, headwear.",Sometimes,A few have this,28,0.097,290
10832,11,"Apparatus and installations for lighting, heating, cooling, steam generating, cooking, drying, ventilating, water supply and sanitary purposes.",Sometimes,A few have this,23,0.079,290
10832,7,"Machines, machine tools, power-operated tools; motors and engines, except for land vehicles; machine coupling and transmission components, except for land vehicles; agricultural implements, other than hand-operated hand tools; incubators for eggs; automatic vending machines.",Sometimes,A few have this,19,0.066,290
10832,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,A few have this,15,0.052,290
14142,25,"Clothing, footwear, headwear.",Always,All use this,46,0.836,55
14142,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,11,0.2,55
14142,18,"Leather and imitations of leather; animal skins and hides; luggage and carrying bags; umbrellas and parasols; walking sticks; whips, harness and saddlery; collars, leashes and clothing for animals.",Sometimes,A few have this,6,0.109,55
14142,5,"Pharmaceuticals, medical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical or veterinary use, food for babies; dietary supplements for human beings and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides.",Sometimes,A few have this,4,0.073,55
14142,10,"Surgical, medical, dental and veterinary apparatus and instruments; artificial limbs, eyes and teeth; orthopaedic articles; suture materials; therapeutic and assistive devices adapted for persons with disabilities; massage apparatus; apparatus, devices and articles for nursing infants; sexual activity apparatus, devices and articles.",Sometimes,A few have this,3,0.055,55
14142,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,A few have this,3,0.055,55
14141,25,"Clothing, footwear, headwear.",Always,All use this,17,0.85,20
14141,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,3,0.15,20
14141,18,"Leather and imitations of leather; animal skins and hides; luggage and carrying bags; umbrellas and parasols; walking sticks; whips, harness and saddlery; collars, leashes and clothing for animals.",Sometimes,Some use this,3,0.15,20
14141,28,"Games, toys and playthings; video game apparatus; gymnastic and sporting articles; decorations for Christmas trees.",Sometimes,A few have this,2,0.1,20
14141,10,"Surgical, medical, dental and veterinary apparatus and instruments; artificial limbs, eyes and teeth; orthopaedic articles; suture materials; therapeutic and assistive devices adapted for persons with disabilities; massage apparatus; apparatus, devices and articles for nursing infants; sexual activity apparatus, devices and articles.",Sometimes,A few have this,2,0.1,20
14141,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,A few have this,1,0.05,20
14141,21,"Household or kitchen utensils and containers; cookware and tableware, except forks, knives and spoons; combs and sponges; brushes, except paintbrushes; brush-making materials; articles for cleaning purposes; unworked or semi-worked glass, except building glass; glassware, porcelain and earthenware.",Sometimes,A few have this,1,0.05,20
14141,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,A few have this,1,0.05,20
55209,43,Services for providing food and drink; temporary accommodation.,Always,Most use this,91,0.689,132
55209,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,Some use this,37,0.28,132
55209,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,Some use this,35,0.265,132
55209,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,31,0.235,132
55209,39,Transport; packaging and storage of goods; travel arrangement.,Sometimes,Some use this,31,0.235,132
55209,44,"Medical services; veterinary services; hygienic and beauty care for human beings or animals; agriculture, aquaculture, horticulture and forestry services.",Sometimes,Some use this,21,0.159,132
55209,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Sometimes,A few have this,11,0.083,132
55209,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,A few have this,9,0.068,132
55209,31,"Raw and unprocessed agricultural, aquacultural, horticultural and forestry products; raw and unprocessed grains and seeds; fresh fruits and vegetables, fresh herbs; natural plants and flowers; bulbs, seedlings and seeds for planting; live animals; foodstuffs and beverages for animals; malt.",Sometimes,A few have this,9,0.068,132
55209,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,A few have this,9,0.068,132
55209,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Sometimes,A few have this,7,0.053,132
829,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,3092,0.423,7318
829,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,Some use this,2355,0.322,7318
829,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,Some use this,2071,0.283,7318
829,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,1823,0.249,7318
829,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,Some use this,1107,0.151,7318
829,16,"Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; drawing materials and materials for artists; paintbrushes; instructional and teaching materials; plastic sheets, films and bags for wrapping and packaging; printers' type, printing blocks.",Sometimes,A few have this,912,0.125,7318
829,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Sometimes,A few have this,670,0.092,7318
829,25,"Clothing, footwear, headwear.",Sometimes,A few have this,615,0.084,7318
829,38,Telecommunications services.,Sometimes,A few have this,557,0.076,7318
829,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Sometimes,A few have this,468,0.064,7318
829,43,Services for providing food and drink; temporary accommodation.,Sometimes,A few have this,445,0.061,7318
829,39,Transport; packaging and storage of goods; travel arrangement.,Sometimes,A few have this,433,0.059,7318
829,44,"Medical services; veterinary services; hygienic and beauty care for human beings or animals; agriculture, aquaculture, horticulture and forestry services.",Sometimes,A few have this,422,0.058,7318
829,21,"Household or kitchen utensils and containers; cookware and tableware, except forks, knives and spoons; combs and sponges; brushes, except paintbrushes; brush-making materials; articles for cleaning purposes; unworked or semi-worked glass, except building glass; glassware, porcelain and earthenware.",Sometimes,A few have this,407,0.056,7318
829,3,"Non-medicated cosmetics and toiletry preparations; non-medicated dentifrices; perfumery, essential oils; bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations.",Sometimes,A few have this,382,0.052,7318
691,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Always,Most use this,531,0.699,760
691,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,261,0.343,760
691,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,Some use this,187,0.246,760
691,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,Some use this,152,0.2,760
691,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,118,0.155,760
691,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,A few have this,106,0.139,760
691,16,"Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; drawing materials and materials for artists; paintbrushes; instructional and teaching materials; plastic sheets, films and bags for wrapping and packaging; printers' type, printing blocks.",Sometimes,A few have this,92,0.121,760
691,25,"Clothing, footwear, headwear.",Sometimes,A few have this,53,0.07,760
85421,41,Education; providing of training; entertainment; sporting and cultural activities.,Always,All use this,118,0.874,135
85421,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,Some use this,61,0.452,135
85421,16,"Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; drawing materials and materials for artists; paintbrushes; instructional and teaching materials; plastic sheets, films and bags for wrapping and packaging; printers' type, printing blocks.",Sometimes,Some use this,60,0.444,135
85421,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,52,0.385,135
85421,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,40,0.296,135
85421,25,"Clothing, footwear, headwear.",Sometimes,Some use this,27,0.2,135
85421,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,Some use this,25,0.185,135
85421,14,"Precious metals and their alloys; jewellery, precious and semi-precious stones; horological and chronometric instruments.",Sometimes,A few have this,18,0.133,135
85421,21,"Household or kitchen utensils and containers; cookware and tableware, except forks, knives and spoons; combs and sponges; brushes, except paintbrushes; brush-making materials; articles for cleaning purposes; unworked or semi-worked glass, except building glass; glassware, porcelain and earthenware.",Sometimes,A few have this,17,0.126,135
85421,38,Telecommunications services.,Sometimes,A few have this,15,0.111,135
85421,18,"Leather and imitations of leather; animal skins and hides; luggage and carrying bags; umbrellas and parasols; walking sticks; whips, harness and saddlery; collars, leashes and clothing for animals.",Sometimes,A few have this,14,0.104,135
85421,43,Services for providing food and drink; temporary accommodation.,Sometimes,A few have this,12,0.089,135
85421,44,"Medical services; veterinary services; hygienic and beauty care for human beings or animals; agriculture, aquaculture, horticulture and forestry services.",Sometimes,A few have this,8,0.059,135
85421,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Sometimes,A few have this,7,0.052,135
85422,41,Education; providing of training; entertainment; sporting and cultural activities.,Always,All use this,140,0.828,169
85422,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,Some use this,61,0.361,169
85422,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,48,0.284,169
85422,16,"Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; drawing materials and materials for artists; paintbrushes; instructional and teaching materials; plastic sheets, films and bags for wrapping and packaging; printers' type, printing blocks.",Sometimes,Some use this,47,0.278,169
85422,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,45,0.266,169
85422,44,"Medical services; veterinary services; hygienic and beauty care for human beings or animals; agriculture, aquaculture, horticulture and forestry services.",Sometimes,A few have this,18,0.107,169
85422,25,"Clothing, footwear, headwear.",Sometimes,A few have this,17,0.101,169
85422,43,Services for providing food and drink; temporary accommodation.,Sometimes,A few have this,14,0.083,169
85422,38,Telecommunications services.,Sometimes,A few have this,13,0.077,169
85422,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Sometimes,A few have this,11,0.065,169
85422,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,A few have this,10,0.059,169
85422,21,"Household or kitchen utensils and containers; cookware and tableware, except forks, knives and spoons; combs and sponges; brushes, except paintbrushes; brush-making materials; articles for cleaning purposes; unworked or semi-worked glass, except building glass; glassware, porcelain and earthenware.",Sometimes,A few have this,9,0.053,169
85422,18,"Leather and imitations of leather; animal skins and hides; luggage and carrying bags; umbrellas and parasols; walking sticks; whips, harness and saddlery; collars, leashes and clothing for animals.",Sometimes,A few have this,9,0.053,169
85422,14,"Precious metals and their alloys; jewellery, precious and semi-precious stones; horological and chronometric instruments.",Sometimes,A few have this,9,0.053,169
10821,30,"Coffee, tea, cocoa and artificial coffee; rice, pasta and noodles; tapioca and sago; flour and preparations made from cereals; bread, pastries and confectionery; chocolate; ice cream, sorbets and other edible ices; sugar, honey, treacle; yeast, baking-powder; salt, seasonings, spices, preserved herbs; vinegar, sauces and other condiments; ice (frozen water).",Always,All use this,171,0.81,211
10821,29,"Meat, fish, poultry and game; meat extracts; preserved, frozen, dried and cooked fruits and vegetables; jellies, jams, compotes; eggs; milk, cheese, butter, yogurt and other milk products; oils and fats for food.",Sometimes,Some use this,41,0.194,211
10821,5,"Pharmaceuticals, medical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical or veterinary use, food for babies; dietary supplements for human beings and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides.",Sometimes,Some use this,39,0.185,211
10821,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,33,0.156,211
10821,21,"Household or kitchen utensils and containers; cookware and tableware, except forks, knives and spoons; combs and sponges; brushes, except paintbrushes; brush-making materials; articles for cleaning purposes; unworked or semi-worked glass, except building glass; glassware, porcelain and earthenware.",Sometimes,A few have this,18,0.085,211
10821,25,"Clothing, footwear, headwear.",Sometimes,A few have this,17,0.081,211
10821,43,Services for providing food and drink; temporary accommodation.,Sometimes,A few have this,17,0.081,211
10821,31,"Raw and unprocessed agricultural, aquacultural, horticultural and forestry products; raw and unprocessed grains and seeds; fresh fruits and vegetables, fresh herbs; natural plants and flowers; bulbs, seedlings and seeds for planting; live animals; foodstuffs and beverages for animals; malt.",Sometimes,A few have this,15,0.071,211
10821,18,"Leather and imitations of leather; animal skins and hides; luggage and carrying bags; umbrellas and parasols; walking sticks; whips, harness and saddlery; collars, leashes and clothing for animals.",Sometimes,A few have this,11,0.052,211
86101,44,"Medical services; veterinary services; hygienic and beauty care for human beings or animals; agriculture, aquaculture, horticulture and forestry services.",Always,Most use this,89,0.53,168
86101,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,Some use this,48,0.286,168
86101,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,40,0.238,168
86101,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,38,0.226,168
86101,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,Some use this,29,0.173,168
86101,5,"Pharmaceuticals, medical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical or veterinary use, food for babies; dietary supplements for human beings and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides.",Sometimes,Some use this,29,0.173,168
86101,10,"Surgical, medical, dental and veterinary apparatus and instruments; artificial limbs, eyes and teeth; orthopaedic articles; suture materials; therapeutic and assistive devices adapted for persons with disabilities; massage apparatus; apparatus, devices and articles for nursing infants; sexual activity apparatus, devices and articles.",Sometimes,Some use this,28,0.167,168
86101,3,"Non-medicated cosmetics and toiletry preparations; non-medicated dentifrices; perfumery, essential oils; bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations.",Sometimes,A few have this,20,0.119,168
86101,38,Telecommunications services.,Sometimes,A few have this,18,0.107,168
86101,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,A few have this,15,0.089,168
86101,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Sometimes,A few have this,11,0.065,168
86101,16,"Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; drawing materials and materials for artists; paintbrushes; instructional and teaching materials; plastic sheets, films and bags for wrapping and packaging; printers' type, printing blocks.",Sometimes,A few have this,10,0.06,168
86101,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Sometimes,A few have this,9,0.054,168
86102,44,"Medical services; veterinary services; hygienic and beauty care for human beings or animals; agriculture, aquaculture, horticulture and forestry services.",Always,Most use this,21,0.6,35
86102,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,9,0.257,35
86102,43,Services for providing food and drink; temporary accommodation.,Sometimes,Some use this,8,0.229,35
86102,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Sometimes,Some use this,7,0.2,35
86102,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,Some use this,6,0.171,35
