sic,nice_class,heading,frequency,band_label,n_marks,share,sic_total_marks
32300,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,A few have this,49,0.095,514
32300,12,"Vehicles; apparatus for locomotion by land, air or water.",Sometimes,A few have this,48,0.093,514
32300,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,A few have this,28,0.054,514
32300,21,"Household or kitchen utensils and containers; cookware and tableware, except forks, knives and spoons; combs and sponges; brushes, except paintbrushes; brush-making materials; articles for cleaning purposes; unworked or semi-worked glass, except building glass; glassware, porcelain and earthenware.",Sometimes,A few have this,26,0.051,514
32300,5,"Pharmaceuticals, medical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical or veterinary use, food for babies; dietary supplements for human beings and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides.",Sometimes,A few have this,26,0.051,514
36000,11,"Apparatus and installations for lighting, heating, cooling, steam generating, cooking, drying, ventilating, water supply and sanitary purposes.",Sometimes,Some use this,38,0.487,78
36000,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,26,0.333,78
36000,40,Treatment of materials; recycling of waste and trash; air purification and treatment of water; printing services; food and drink preservation.,Sometimes,Some use this,23,0.295,78
36000,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Sometimes,Some use this,21,0.269,78
36000,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,Some use this,19,0.244,78
36000,1,"Chemicals for use in industry, science and photography, as well as in agriculture, horticulture and forestry; unprocessed artificial resins, unprocessed plastics; fire extinguishing and fire prevention compositions; tempering and soldering preparations; substances for tanning animal skins and hides; adhesives for use in industry; putties and other paste fillers; compost, manures, fertilizers; biological preparations for use in industry and science.",Sometimes,Some use this,15,0.192,78
36000,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,12,0.154,78
36000,39,Transport; packaging and storage of goods; travel arrangement.,Sometimes,A few have this,11,0.141,78
36000,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,A few have this,9,0.115,78
36000,7,"Machines, machine tools, power-operated tools; motors and engines, except for land vehicles; machine coupling and transmission components, except for land vehicles; agricultural implements, other than hand-operated hand tools; incubators for eggs; automatic vending machines.",Sometimes,A few have this,7,0.09,78
36000,32,Beers; non-alcoholic beverages; mineral and aerated waters; fruit beverages and fruit juices; syrups and other non-alcoholic preparations for making beverages.,Sometimes,A few have this,7,0.09,78
36000,5,"Pharmaceuticals, medical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical or veterinary use, food for babies; dietary supplements for human beings and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides.",Sometimes,A few have this,4,0.051,78
36000,43,Services for providing food and drink; temporary accommodation.,Sometimes,A few have this,4,0.051,78
38320,40,Treatment of materials; recycling of waste and trash; air purification and treatment of water; printing services; food and drink preservation.,Always,Most use this,55,0.585,94
38320,19,"Materials, not of metal, for building and construction; rigid pipes, not of metal, for building; asphalt, pitch, tar and bitumen; transportable buildings, not of metal; monuments, not of metal.",Sometimes,Some use this,31,0.33,94
38320,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,28,0.298,94
38320,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,27,0.287,94
38320,1,"Chemicals for use in industry, science and photography, as well as in agriculture, horticulture and forestry; unprocessed artificial resins, unprocessed plastics; fire extinguishing and fire prevention compositions; tempering and soldering preparations; substances for tanning animal skins and hides; adhesives for use in industry; putties and other paste fillers; compost, manures, fertilizers; biological preparations for use in industry and science.",Sometimes,Some use this,24,0.255,94
38320,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Sometimes,Some use this,21,0.223,94
38320,39,Transport; packaging and storage of goods; travel arrangement.,Sometimes,Some use this,20,0.213,94
38320,6,"Common metals and their alloys, ores; metal materials for building and construction; transportable buildings of metal; non-electric cables and wires of common metal; small items of metal hardware; metal containers for storage or transport; safes.",Sometimes,Some use this,17,0.181,94
38320,4,"Industrial oils and greases, wax; lubricants; dust absorbing, wetting and binding compositions; fuels and illuminants; candles and wicks for lighting.",Sometimes,A few have this,14,0.149,94
38320,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,A few have this,11,0.117,94
38320,17,"Unprocessed and semi-processed rubber, gutta-percha, gum, asbestos, mica and substitutes for all these materials; plastics and resins in extruded form for use in manufacture; packing, stopping and insulating materials; flexible pipes, tubes and hoses, not of metal.",Sometimes,A few have this,11,0.117,94
38320,7,"Machines, machine tools, power-operated tools; motors and engines, except for land vehicles; machine coupling and transmission components, except for land vehicles; agricultural implements, other than hand-operated hand tools; incubators for eggs; automatic vending machines.",Sometimes,A few have this,9,0.096,94
38320,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,A few have this,7,0.074,94
38320,16,"Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; drawing materials and materials for artists; paintbrushes; instructional and teaching materials; plastic sheets, films and bags for wrapping and packaging; printers' type, printing blocks.",Sometimes,A few have this,7,0.074,94
38320,20,"Furniture, mirrors, picture frames; containers, not of metal, for storage or transport; unworked or semi-worked bone, horn, whalebone or mother-of-pearl; shells; meerschaum; yellow amber.",Sometimes,A few have this,7,0.074,94
38320,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Sometimes,A few have this,6,0.064,94
38320,3,"Non-medicated cosmetics and toiletry preparations; non-medicated dentifrices; perfumery, essential oils; bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations.",Sometimes,A few have this,6,0.064,94
38320,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,A few have this,5,0.053,94
35140,35,"Advertising; business management, business administration and consultancy, office functions.",Always,Most use this,54,0.581,93
35140,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,45,0.484,93
35140,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,Some use this,43,0.462,93
35140,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,Some use this,36,0.387,93
35140,39,Transport; packaging and storage of goods; travel arrangement.,Sometimes,Some use this,33,0.355,93
35140,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Sometimes,Some use this,30,0.323,93
35140,4,"Industrial oils and greases, wax; lubricants; dust absorbing, wetting and binding compositions; fuels and illuminants; candles and wicks for lighting.",Sometimes,Some use this,26,0.28,93
35140,40,Treatment of materials; recycling of waste and trash; air purification and treatment of water; printing services; food and drink preservation.,Sometimes,Some use this,26,0.28,93
35140,11,"Apparatus and installations for lighting, heating, cooling, steam generating, cooking, drying, ventilating, water supply and sanitary purposes.",Sometimes,A few have this,12,0.129,93
35140,7,"Machines, machine tools, power-operated tools; motors and engines, except for land vehicles; machine coupling and transmission components, except for land vehicles; agricultural implements, other than hand-operated hand tools; incubators for eggs; automatic vending machines.",Sometimes,A few have this,9,0.097,93
35140,1,"Chemicals for use in industry, science and photography, as well as in agriculture, horticulture and forestry; unprocessed artificial resins, unprocessed plastics; fire extinguishing and fire prevention compositions; tempering and soldering preparations; substances for tanning animal skins and hides; adhesives for use in industry; putties and other paste fillers; compost, manures, fertilizers; biological preparations for use in industry and science.",Sometimes,A few have this,6,0.065,93
43220,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Always,Most use this,236,0.656,360
43220,11,"Apparatus and installations for lighting, heating, cooling, steam generating, cooking, drying, ventilating, water supply and sanitary purposes.",Sometimes,Some use this,148,0.411,360
43220,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,82,0.228,360
43220,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,Some use this,70,0.194,360
43220,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,56,0.156,360
43220,20,"Furniture, mirrors, picture frames; containers, not of metal, for storage or transport; unworked or semi-worked bone, horn, whalebone or mother-of-pearl; shells; meerschaum; yellow amber.",Sometimes,A few have this,19,0.053,360
43220,40,Treatment of materials; recycling of waste and trash; air purification and treatment of water; printing services; food and drink preservation.,Sometimes,A few have this,19,0.053,360
43220,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,A few have this,18,0.05,360
43220,19,"Materials, not of metal, for building and construction; rigid pipes, not of metal, for building; asphalt, pitch, tar and bitumen; transportable buildings, not of metal; monuments, not of metal.",Sometimes,A few have this,18,0.05,360
43220,7,"Machines, machine tools, power-operated tools; motors and engines, except for land vehicles; machine coupling and transmission components, except for land vehicles; agricultural implements, other than hand-operated hand tools; incubators for eggs; automatic vending machines.",Sometimes,A few have this,18,0.05,360
43320,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Always,Most use this,74,0.692,107
43320,20,"Furniture, mirrors, picture frames; containers, not of metal, for storage or transport; unworked or semi-worked bone, horn, whalebone or mother-of-pearl; shells; meerschaum; yellow amber.",Sometimes,Some use this,37,0.346,107
43320,19,"Materials, not of metal, for building and construction; rigid pipes, not of metal, for building; asphalt, pitch, tar and bitumen; transportable buildings, not of metal; monuments, not of metal.",Sometimes,Some use this,31,0.29,107
43320,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,20,0.187,107
43320,40,Treatment of materials; recycling of waste and trash; air purification and treatment of water; printing services; food and drink preservation.,Sometimes,Some use this,19,0.178,107
43320,6,"Common metals and their alloys, ores; metal materials for building and construction; transportable buildings of metal; non-electric cables and wires of common metal; small items of metal hardware; metal containers for storage or transport; safes.",Sometimes,Some use this,17,0.159,107
43320,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,A few have this,10,0.093,107
43320,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,A few have this,7,0.065,107
43320,11,"Apparatus and installations for lighting, heating, cooling, steam generating, cooking, drying, ventilating, water supply and sanitary purposes.",Sometimes,A few have this,6,0.056,107
32500,10,"Surgical, medical, dental and veterinary apparatus and instruments; artificial limbs, eyes and teeth; orthopaedic articles; suture materials; therapeutic and assistive devices adapted for persons with disabilities; massage apparatus; apparatus, devices and articles for nursing infants; sexual activity apparatus, devices and articles.",Always,Most use this,320,0.656,488
32500,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,Some use this,141,0.289,488
32500,5,"Pharmaceuticals, medical and veterinary preparations; sanitary preparations for medical purposes; dietetic food and substances adapted for medical or veterinary use, food for babies; dietary supplements for human beings and animals; plasters, materials for dressings; material for stopping teeth, dental wax; disinfectants; preparations for destroying vermin; fungicides, herbicides.",Sometimes,Some use this,108,0.221,488
32500,44,"Medical services; veterinary services; hygienic and beauty care for human beings or animals; agriculture, aquaculture, horticulture and forestry services.",Sometimes,Some use this,95,0.195,488
32500,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,A few have this,69,0.141,488
32500,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,A few have this,66,0.135,488
32500,3,"Non-medicated cosmetics and toiletry preparations; non-medicated dentifrices; perfumery, essential oils; bleaching preparations and other substances for laundry use; cleaning, polishing, scouring and abrasive preparations.",Sometimes,A few have this,41,0.084,488
32500,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,A few have this,36,0.074,488
32500,12,"Vehicles; apparatus for locomotion by land, air or water.",Sometimes,A few have this,31,0.064,488
43341,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Sometimes,Some use this,47,0.385,122
43341,25,"Clothing, footwear, headwear.",Sometimes,A few have this,12,0.098,122
43341,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,A few have this,9,0.074,122
43341,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,A few have this,9,0.074,122
43341,7,"Machines, machine tools, power-operated tools; motors and engines, except for land vehicles; machine coupling and transmission components, except for land vehicles; agricultural implements, other than hand-operated hand tools; incubators for eggs; automatic vending machines.",Sometimes,A few have this,8,0.066,122
43341,28,"Games, toys and playthings; video game apparatus; gymnastic and sporting articles; decorations for Christmas trees.",Sometimes,A few have this,8,0.066,122
43341,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,A few have this,8,0.066,122
43341,21,"Household or kitchen utensils and containers; cookware and tableware, except forks, knives and spoons; combs and sponges; brushes, except paintbrushes; brush-making materials; articles for cleaning purposes; unworked or semi-worked glass, except building glass; glassware, porcelain and earthenware.",Sometimes,A few have this,7,0.057,122
43341,2,"Paints, varnishes, lacquers; preservatives against rust and against deterioration of wood; colorants, dyes; inks for printing, marking and engraving; raw natural resins; metals in foil and powder form for use in painting, decorating, printing and art.",Sometimes,A few have this,7,0.057,122
35110,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Always,Most use this,70,0.609,115
35110,40,Treatment of materials; recycling of waste and trash; air purification and treatment of water; printing services; food and drink preservation.,Always,Most use this,69,0.6,115
35110,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Always,Most use this,62,0.539,115
35110,39,Transport; packaging and storage of goods; travel arrangement.,Always,Most use this,58,0.504,115
35110,4,"Industrial oils and greases, wax; lubricants; dust absorbing, wetting and binding compositions; fuels and illuminants; candles and wicks for lighting.",Sometimes,Some use this,53,0.461,115
35110,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,46,0.4,115
35110,7,"Machines, machine tools, power-operated tools; motors and engines, except for land vehicles; machine coupling and transmission components, except for land vehicles; agricultural implements, other than hand-operated hand tools; incubators for eggs; automatic vending machines.",Sometimes,Some use this,35,0.304,115
35110,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,23,0.2,115
35110,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,Some use this,21,0.183,115
35110,11,"Apparatus and installations for lighting, heating, cooling, steam generating, cooking, drying, ventilating, water supply and sanitary purposes.",Sometimes,Some use this,19,0.165,115
35110,1,"Chemicals for use in industry, science and photography, as well as in agriculture, horticulture and forestry; unprocessed artificial resins, unprocessed plastics; fire extinguishing and fire prevention compositions; tempering and soldering preparations; substances for tanning animal skins and hides; adhesives for use in industry; putties and other paste fillers; compost, manures, fertilizers; biological preparations for use in industry and science.",Sometimes,A few have this,17,0.148,115
35110,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,A few have this,16,0.139,115
35110,16,"Paper and cardboard; printed matter; bookbinding material; photographs; stationery and office requisites, except furniture; adhesives for stationery or household purposes; drawing materials and materials for artists; paintbrushes; instructional and teaching materials; plastic sheets, films and bags for wrapping and packaging; printers' type, printing blocks.",Sometimes,A few have this,9,0.078,115
41100,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Sometimes,Some use this,324,0.493,657
41100,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,210,0.32,657
41100,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,Some use this,201,0.306,657
41100,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,185,0.282,657
41100,43,Services for providing food and drink; temporary accommodation.,Sometimes,Some use this,105,0.16,657
41100,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,A few have this,84,0.128,657
41100,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,A few have this,71,0.108,657
41100,19,"Materials, not of metal, for building and construction; rigid pipes, not of metal, for building; asphalt, pitch, tar and bitumen; transportable buildings, not of metal; monuments, not of metal.",Sometimes,A few have this,65,0.099,657
41100,44,"Medical services; veterinary services; hygienic and beauty care for human beings or animals; agriculture, aquaculture, horticulture and forestry services.",Sometimes,A few have this,46,0.07,657
41100,39,Transport; packaging and storage of goods; travel arrangement.,Sometimes,A few have this,45,0.068,657
41100,6,"Common metals and their alloys, ores; metal materials for building and construction; transportable buildings of metal; non-electric cables and wires of common metal; small items of metal hardware; metal containers for storage or transport; safes.",Sometimes,A few have this,38,0.058,657
41100,45,Legal services; security services for the physical protection of tangible property and individuals; dating services; online social networking services; funeral services; babysitting.,Sometimes,A few have this,38,0.058,657
41100,11,"Apparatus and installations for lighting, heating, cooling, steam generating, cooking, drying, ventilating, water supply and sanitary purposes.",Sometimes,A few have this,37,0.056,657
43210,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Always,Most use this,288,0.727,396
43210,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,Some use this,158,0.399,396
43210,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,115,0.29,396
43210,11,"Apparatus and installations for lighting, heating, cooling, steam generating, cooking, drying, ventilating, water supply and sanitary purposes.",Sometimes,Some use this,75,0.189,396
43210,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,A few have this,45,0.114,396
43210,40,Treatment of materials; recycling of waste and trash; air purification and treatment of water; printing services; food and drink preservation.,Sometimes,A few have this,33,0.083,396
43210,7,"Machines, machine tools, power-operated tools; motors and engines, except for land vehicles; machine coupling and transmission components, except for land vehicles; agricultural implements, other than hand-operated hand tools; incubators for eggs; automatic vending machines.",Sometimes,A few have this,26,0.066,396
43210,39,Transport; packaging and storage of goods; travel arrangement.,Sometimes,A few have this,24,0.061,396
41201,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Always,Most use this,152,0.664,229
41201,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,71,0.31,229
41201,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,49,0.214,229
41201,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,Some use this,40,0.175,229
41201,19,"Materials, not of metal, for building and construction; rigid pipes, not of metal, for building; asphalt, pitch, tar and bitumen; transportable buildings, not of metal; monuments, not of metal.",Sometimes,Some use this,37,0.162,229
41201,43,Services for providing food and drink; temporary accommodation.,Sometimes,Some use this,35,0.153,229
41201,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,A few have this,31,0.135,229
41201,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,A few have this,27,0.118,229
41201,6,"Common metals and their alloys, ores; metal materials for building and construction; transportable buildings of metal; non-electric cables and wires of common metal; small items of metal hardware; metal containers for storage or transport; safes.",Sometimes,A few have this,26,0.114,229
41201,40,Treatment of materials; recycling of waste and trash; air purification and treatment of water; printing services; food and drink preservation.,Sometimes,A few have this,25,0.109,229
41201,39,Transport; packaging and storage of goods; travel arrangement.,Sometimes,A few have this,18,0.079,229
41201,44,"Medical services; veterinary services; hygienic and beauty care for human beings or animals; agriculture, aquaculture, horticulture and forestry services.",Sometimes,A few have this,14,0.061,229
41201,11,"Apparatus and installations for lighting, heating, cooling, steam generating, cooking, drying, ventilating, water supply and sanitary purposes.",Sometimes,A few have this,12,0.052,229
45111,12,"Vehicles; apparatus for locomotion by land, air or water.",Always,Most use this,64,0.593,108
45111,35,"Advertising; business management, business administration and consultancy, office functions.",Always,Most use this,58,0.537,108
45111,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Sometimes,Some use this,51,0.472,108
45111,39,Transport; packaging and storage of goods; travel arrangement.,Sometimes,Some use this,42,0.389,108
45111,36,"Financial, monetary and banking services; insurance services; real estate affairs.",Sometimes,Some use this,37,0.343,108
45111,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,19,0.176,108
45111,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,Some use this,17,0.157,108
45111,7,"Machines, machine tools, power-operated tools; motors and engines, except for land vehicles; machine coupling and transmission components, except for land vehicles; agricultural implements, other than hand-operated hand tools; incubators for eggs; automatic vending machines.",Sometimes,A few have this,16,0.148,108
45111,11,"Apparatus and installations for lighting, heating, cooling, steam generating, cooking, drying, ventilating, water supply and sanitary purposes.",Sometimes,A few have this,8,0.074,108
45111,41,Education; providing of training; entertainment; sporting and cultural activities.,Sometimes,A few have this,8,0.074,108
45111,25,"Clothing, footwear, headwear.",Sometimes,A few have this,8,0.074,108
45200,37,"Construction services; installation and repair services; mining extraction, oil and gas drilling.",Always,Most use this,241,0.615,392
45200,12,"Vehicles; apparatus for locomotion by land, air or water.",Sometimes,Some use this,134,0.342,392
45200,35,"Advertising; business management, business administration and consultancy, office functions.",Sometimes,Some use this,112,0.286,392
45200,42,"Scientific and technological services and research and design relating thereto; industrial analysis, industrial research and industrial design services; quality control and authentication services; design and development of computer hardware and software.",Sometimes,Some use this,84,0.214,392
45200,39,Transport; packaging and storage of goods; travel arrangement.,Sometimes,Some use this,61,0.156,392
45200,9,"Scientific, research, navigation, surveying, photographic, cinematographic, audiovisual, optical, weighing, measuring, signalling, detecting, testing, inspecting, life-saving and teaching apparatus and instruments; apparatus and instruments for conducting, switching, transforming, accumulating, regulating or controlling the distribution or use of electricity; apparatus and instruments for recording, transmitting, reproducing or processing sound, images or data; recorded and downloadable media, computer software, blank digital or analogue recording and storage media; mechanisms for coin-operated apparatus; cash registers, calculating devices; computers and computer peripheral devices; diving suits, divers' masks, ear plugs for divers, nose clips for divers and swimmers, gloves for divers, breathing apparatus for underwater swimming; fire-extinguishing apparatus.",Sometimes,A few have this,43,0.11,392
